"Name","Position","Name...ID","ID","Salary","GameInfo","Team","FirstName","LastName","Opponent","Projection","Projection_dfn"
"Josh McCown","QB","Josh McCown (7147197)",7147197,5000,"Cle@Phi 01:00PM ET","Cle","Josh","McCown","Phi",0,3.2
"Joshua Perkins","TE","Joshua Perkins (7147785)",7147785,2500,"TB@Atl 01:00PM ET","Atl","Joshua","Perkins","TB",0,0
"Joshua Stangby","WR","Joshua Stangby (7147751)",7147751,3000,"Det@Ind 04:25PM ET","Ind","Joshua","Stangby","Det",0,0
"Julian Edelman","WR","Julian Edelman (7147756)",7147756,6100,"NE@Ari 08:30PM ET","NE","Julian","Edelman","Ari",16.09,15.5
"Julio Jones","WR","Julio Jones (7147473)",7147473,9400,"TB@Atl 01:00PM ET","Atl","Julio","Jones","TB",27.81,24.9
"Julius Thomas","TE","Julius Thomas (7147881)",7147881,3800,"GB@Jax 01:00PM ET","Jax","Julius","Thomas","GB",10.5,10.2
"Justin Forsett","RB","Justin Forsett (7147369)",7147369,4600,"Buf@Bal 01:00PM ET","Bal","Justin","Forsett","Buf",12.47,8.5
"Justin Hardy","WR","Justin Hardy (7147480)",7147480,3100,"TB@Atl 01:00PM ET","Atl","Justin","Hardy","TB",6.01,7.4
"Justin Hunter","WR","Justin Hunter (7147500)",7147500,3000,"Min@Ten 01:00PM ET","Ten","Justin","Hunter","Min",0,0
"Justin Perillo","TE","Justin Perillo (7147879)",7147879,2500,"GB@Jax 01:00PM ET","GB","Justin","Perillo","Jax",0,0
"K.J. Brent","WR","K.J. Brent (7147572)",7147572,3000,"Oak@NO 01:00PM ET","Oak","K.J.","Brent","NO",0,0
"Ka'Deem Carey","RB","Ka'Deem Carey (7147393)",7147393,3500,"Chi@Hou 01:00PM ET","Chi","Ka'Deem","Carey","Hou",4.37,4.4
"Kadron Boone","WR","Kadron Boone (7147715)",7147715,3000,"NYG@Dal 04:25PM ET","NYG","Kadron","Boone","Dal",0,0
"Kaelin Clay","WR","Kaelin Clay (7147624)",7147624,3000,"Buf@Bal 01:00PM ET","Bal","Kaelin","Clay","Buf",0,0
"Kain Colter","WR","Kain Colter (7147621)",7147621,3000,"Buf@Bal 01:00PM ET","Buf","Kain","Colter","Bal",0,0
"Kamar Aiken","WR","Kamar Aiken (7147616)",7147616,4700,"Buf@Bal 01:00PM ET","Bal","Kamar","Aiken","Buf",11.88,9
"Kasen Williams","WR","Kasen Williams (7147700)",7147700,3000,"Mia@Sea 04:05PM ET","Sea","Kasen","Williams","Mia",0,0
"Kashif Moore","WR","Kashif Moore (7147590)",7147590,3000,"SD@KC 01:00PM ET","KC","Kashif","Moore","SD",0,0
"Keenan Allen","WR","Keenan Allen (7147597)",7147597,8000,"SD@KC 01:00PM ET","SD","Keenan","Allen","KC",17.39,0
"Keenan Reynolds","WR","Keenan Reynolds (7147634)",7147634,3000,"Buf@Bal 01:00PM ET","Bal","Keenan","Reynolds","Buf",0,0
"Keith Mumphery","WR","Keith Mumphery (7147642)",7147642,3000,"Chi@Hou 01:00PM ET","Hou","Keith","Mumphery","Chi",0,2
"Keith Wenning","QB","Keith Wenning (7147210)",7147210,5000,"Cin@NYJ 01:00PM ET","Cin","Keith","Wenning","NYJ",0,0
"Kellen Clemens","QB","Kellen Clemens (7147219)",7147219,5000,"SD@KC 01:00PM ET","SD","Kellen","Clemens","KC",0,0
"Kellen Davis","TE","Kellen Davis (7147816)",7147816,2500,"Cin@NYJ 01:00PM ET","NYJ","Kellen","Davis","Cin",2.6,3.8
"Kellen Moore","QB","Kellen Moore (7147259)",7147259,5000,"NYG@Dal 04:25PM ET","Dal","Kellen","Moore","NYG",0,0
"Kenbrell Thompkins","WR","Kenbrell Thompkins (7147547)",7147547,3000,"Cin@NYJ 01:00PM ET","NYJ","Kenbrell","Thompkins","Cin",0,0
"Kendall Wright","WR","Kendall Wright (7147496)",7147496,3400,"Min@Ten 01:00PM ET","Ten","Kendall","Wright","Min",0,0
"Kenjon Barner","RB","Kenjon Barner (7147311)",7147311,3000,"Cle@Phi 01:00PM ET","Phi","Kenjon","Barner","Cle",0,2.4
"Kennard Backman","TE","Kennard Backman (7147885)",7147885,2500,"GB@Jax 01:00PM ET","GB","Kennard","Backman","Jax",0,0
"Kenneth Dixon","RB","Kenneth Dixon (7147380)",7147380,3400,"Buf@Bal 01:00PM ET","Bal","Kenneth","Dixon","Buf",0,0
"Kenneth Farrow","RB","Kenneth Farrow (7147363)",7147363,3000,"SD@KC 01:00PM ET","SD","Kenneth","Farrow","KC",0,1.3
"Kenny Bell","WR","Kenny Bell (7147477)",7147477,3400,"TB@Atl 01:00PM ET","TB","Kenny","Bell","Atl",0,0
"Kenny Hilliard","RB","Kenny Hilliard (7147392)",7147392,3000,"Chi@Hou 01:00PM ET","Hou","Kenny","Hilliard","Chi",0,0
"Kenny Lawler","WR","Kenny Lawler (7147701)",7147701,3000,"Mia@Sea 04:05PM ET","Sea","Kenny","Lawler","Mia",0,0
"Kenny Stills","WR","Kenny Stills (7147687)",7147687,3200,"Mia@Sea 04:05PM ET","Mia","Kenny","Stills","Sea",9.97,13.5
"Kenyan Drake","RB","Kenyan Drake (7147423)",7147423,3000,"Mia@Sea 04:05PM ET","Mia","Kenyan","Drake","Sea",0,2.6
"Kerwynn Williams","RB","Kerwynn Williams (7147463)",7147463,3000,"NE@Ari 08:30PM ET","Ari","Kerwynn","Williams","NE",0,0
"Keshawn Martin","WR","Keshawn Martin (7147759)",7147759,3000,"NE@Ari 08:30PM ET","NE","Keshawn","Martin","Ari",0,0
"Kevin Hogan","QB","Kevin Hogan (7147227)",7147227,5000,"SD@KC 01:00PM ET","KC","Kevin","Hogan","SD",0,0
"Kevin Smith","WR","Kevin Smith (7147690)",7147690,3000,"Mia@Sea 04:05PM ET","Sea","Kevin","Smith","Mia",0,0
"Kevin White","WR","Kevin White (7147653)",7147653,5200,"Chi@Hou 01:00PM ET","Chi","Kevin","White","Hou",10.67,10.2
"Khari Lee","TE","Khari Lee (7147876)",7147876,2500,"Chi@Hou 01:00PM ET","Chi","Khari","Lee","Hou",0,0
"Khiry Robinson","RB","Khiry Robinson (7147337)",7147337,3000,"Cin@NYJ 01:00PM ET","NYJ","Khiry","Robinson","Cin",0,2.2
"Kivon Cartwright","TE","Kivon Cartwright (7147781)",7147781,2500,"TB@Atl 01:00PM ET","TB","Kivon","Cartwright","Atl",0,0
"Knile Davis","RB","Knile Davis (7147356)",7147356,3100,"SD@KC 01:00PM ET","KC","Knile","Davis","SD",0,0
"Kolby Listenbee","WR","Kolby Listenbee (7147632)",7147632,3000,"Buf@Bal 01:00PM ET","Buf","Kolby","Listenbee","Bal",0,0
"Konrad Reuland","TE","Konrad Reuland (7147915)",7147915,2500,"Det@Ind 04:25PM ET","Ind","Konrad","Reuland","Det",0,0
"Kyle Carter","TE","Kyle Carter (7147798)",7147798,2500,"Min@Ten 01:00PM ET","Min","Kyle","Carter","Ten",0,0
"Kyle Juszczyk","RB","Kyle Juszczyk (7147372)",7147372,3100,"Buf@Bal 01:00PM ET","Bal","Kyle","Juszczyk","Buf",0,2
"Kyle Rudolph","TE","Kyle Rudolph (7147794)",7147794,3000,"Min@Ten 01:00PM ET","Min","Kyle","Rudolph","Ten",8.39,11
"Kyle Williams","WR","Kyle Williams (7147542)",7147542,3000,"Cin@NYJ 01:00PM ET","NYJ","Kyle","Williams","Cin",0,0
"Lamar Miller","RB","Lamar Miller (7147386)",7147386,7000,"Chi@Hou 01:00PM ET","Hou","Lamar","Miller","Chi",18.88,16.7
"Lance Dunbar","RB","Lance Dunbar (7147432)",7147432,3000,"NYG@Dal 04:25PM ET","Dal","Lance","Dunbar","NYG",0,0
"Laquon Treadwell","WR","Laquon Treadwell (7147511)",7147511,4500,"Min@Ten 01:00PM ET","Min","Laquon","Treadwell","Ten",6.78,10.9
"Larry Donnell","TE","Larry Donnell (7147902)",7147902,2900,"NYG@Dal 04:25PM ET","NYG","Larry","Donnell","Dal",5.71,4.6
"Larry Fitzgerald","WR","Larry Fitzgerald (7147754)",7147754,6300,"NE@Ari 08:30PM ET","Ari","Larry","Fitzgerald","NE",15.96,15.3
"Latavius Murray","RB","Latavius Murray (7147345)",7147345,5600,"Oak@NO 01:00PM ET","Oak","Latavius","Murray","NO",14.77,14.6
"Lee Smith","TE","Lee Smith (7147829)",7147829,2500,"Oak@NO 01:00PM ET","Oak","Lee","Smith","NO",0,0
"LeGarrette Blount","RB","LeGarrette Blount (7147457)",7147457,3700,"NE@Ari 08:30PM ET","NE","LeGarrette","Blount","Ari",8.95,11.5
"Leonte Carroo","WR","Leonte Carroo (7147703)",7147703,3200,"Mia@Sea 04:05PM ET","Mia","Leonte","Carroo","Sea",4.4,2.9
"LeSean McCoy","RB","LeSean McCoy (7147371)",7147371,6400,"Buf@Bal 01:00PM ET","Buf","LeSean","McCoy","Bal",17.67,14.4
"Levine Toilolo","TE","Levine Toilolo (7147778)",7147778,2500,"TB@Atl 01:00PM ET","Atl","Levine","Toilolo","TB",2.04,0
"Logan Thomas","QB","Logan Thomas (7147261)",7147261,5000,"NYG@Dal 04:25PM ET","NYG","Logan","Thomas","Dal",0,0
"Lorenzo Taliaferro","RB","Lorenzo Taliaferro (7147382)",7147382,3200,"Buf@Bal 01:00PM ET","Bal","Lorenzo","Taliaferro","Buf",0,0
"Louis Murphy","WR","Louis Murphy (7147471)",7147471,3000,"TB@Atl 01:00PM ET","TB","Louis","Murphy","Atl",0,0
"Lucky Whitehead","WR","Lucky Whitehead (7147724)",7147724,3000,"NYG@Dal 04:25PM ET","Dal","Lucky","Whitehead","NYG",0,0
"Luke McCown","QB","Luke McCown (7147214)",7147214,5000,"Oak@NO 01:00PM ET","NO","Luke","McCown","Oak",0,0
"Luke Stocker","TE","Luke Stocker (7147777)",7147777,2500,"TB@Atl 01:00PM ET","TB","Luke","Stocker","Atl",0,0
"Luke Willson","TE","Luke Willson (7147891)",7147891,2700,"Mia@Sea 04:05PM ET","Sea","Luke","Willson","Mia",6.93,4.2
"M.J. McFarland","TE","M.J. McFarland (7147809)",7147809,2500,"Cle@Phi 01:00PM ET","Phi","M.J.","McFarland","Cle",0,0
"Malcolm Johnson","RB","Malcolm Johnson (7147314)",7147314,3000,"Cle@Phi 01:00PM ET","Cle","Malcolm","Johnson","Phi",0,1.1
"Malcolm Mitchell","WR","Malcolm Mitchell (7147767)",7147767,3000,"NE@Ari 08:30PM ET","NE","Malcolm","Mitchell","Ari",0,2.5
"Marc Mariani","WR","Marc Mariani (7147636)",7147636,3000,"Chi@Hou 01:00PM ET","Chi","Marc","Mariani","Hou",4.98,0
"Marcedes Lewis","TE","Marcedes Lewis (7147877)",7147877,2700,"GB@Jax 01:00PM ET","Jax","Marcedes","Lewis","GB",2.39,1.6
"Marcel Reece","RB","Marcel Reece (7147339)",7147339,3000,"Oak@NO 01:00PM ET","Oak","Marcel","Reece","NO",0,0
"Marcus Easley","WR","Marcus Easley (7147613)",7147613,3000,"Buf@Bal 01:00PM ET","Buf","Marcus","Easley","Bal",0,0
"Marcus Johnson","WR","Marcus Johnson (7147530)",7147530,3000,"Cle@Phi 01:00PM ET","Phi","Marcus","Johnson","Cle",0,0
"Marcus Mariota","QB","Marcus Mariota (7147195)",7147195,6400,"Min@Ten 01:00PM ET","Ten","Marcus","Mariota","Min",18.67,17.5
"Marcus Murphy","RB","Marcus Murphy (7147346)",7147346,3000,"Oak@NO 01:00PM ET","NO","Marcus","Murphy","Oak",0,0
"Mario Alford","WR","Mario Alford (7147560)",7147560,3000,"Cin@NYJ 01:00PM ET","Cin","Mario","Alford","NYJ",0,0
"Mark Ingram","RB","Mark Ingram (7147344)",7147344,6600,"Oak@NO 01:00PM ET","NO","Mark","Ingram","Oak",17.07,15.2
"Marken Michel","WR","Marken Michel (7147504)",7147504,3000,"Min@Ten 01:00PM ET","Min","Marken","Michel","Ten",0,0
"Marlon Moore","WR","Marlon Moore (7147515)",7147515,3000,"Cle@Phi 01:00PM ET","Cle","Marlon","Moore","Phi",0,0
"Marqise Lee","WR","Marqise Lee (7147671)",7147671,3100,"GB@Jax 01:00PM ET","Jax","Marqise","Lee","GB",4.97,3.1
"MarQueis Gray","TE","MarQueis Gray (7147890)",7147890,2500,"Mia@Sea 04:05PM ET","Mia","MarQueis","Gray","Sea",0,0
"Marquess Wilson","WR","Marquess Wilson (7147644)",7147644,3700,"Chi@Hou 01:00PM ET","Chi","Marquess","Wilson","Hou",0,1.9
"Marquis Bundy","WR","Marquis Bundy (7147771)",7147771,3000,"NE@Ari 08:30PM ET","Ari","Marquis","Bundy","NE",0,0
"Marquise Goodwin","WR","Marquise Goodwin (7147619)",7147619,3000,"Buf@Bal 01:00PM ET","Buf","Marquise","Goodwin","Bal",0,6.7
"Marquise Williams","QB","Marquise Williams (7147247)",7147247,5000,"GB@Jax 01:00PM ET","GB","Marquise","Williams","Jax",0,0
"Marshaun Coprich","RB","Marshaun Coprich (7147437)",7147437,3000,"NYG@Dal 04:25PM ET","NYG","Marshaun","Coprich","Dal",0,0
"Martellus Bennett","TE","Martellus Bennett (7147929)",7147929,3400,"NE@Ari 08:30PM ET","NE","Martellus","Bennett","Ari",12.08,12.3
"Marvin Hall","WR","Marvin Hall (7147573)",7147573,3000,"Oak@NO 01:00PM ET","Oak","Marvin","Hall","NO",0,0
"Marvin Jones","WR","Marvin Jones (7147733)",7147733,4600,"Det@Ind 04:25PM ET","Det","Marvin","Jones","Ind",13.25,13.2
"Matt Asiata","RB","Matt Asiata (7147294)",7147294,3300,"Min@Ten 01:00PM ET","Min","Matt","Asiata","Ten",0,1.9
"Matt Barkley","QB","Matt Barkley (7147273)",7147273,5000,"NE@Ari 08:30PM ET","Ari","Matt","Barkley","NE",0,0
"Matt Cassel","QB","Matt Cassel (7147190)",7147190,5000,"Min@Ten 01:00PM ET","Ten","Matt","Cassel","Min",0,0
"Matt Forte","RB","Matt Forte (7147322)",7147322,6100,"Cin@NYJ 01:00PM ET","NYJ","Matt","Forte","Cin",14.54,11.5
"Matt Hazel","WR","Matt Hazel (7147689)",7147689,3000,"Mia@Sea 04:05PM ET","Mia","Matt","Hazel","Sea",0,0
"Matt LaCosse","TE","Matt LaCosse (7147908)",7147908,2500,"NYG@Dal 04:25PM ET","NYG","Matt","LaCosse","Dal",0,0
"Matt Lengel","TE","Matt Lengel (7147819)",7147819,2500,"Cin@NYJ 01:00PM ET","Cin","Matt","Lengel","NYJ",0,0
"Matt McGloin","QB","Matt McGloin (7147215)",7147215,5000,"Oak@NO 01:00PM ET","Oak","Matt","McGloin","NO",0,0
"Matt Moore","QB","Matt Moore (7147250)",7147250,5000,"Mia@Sea 04:05PM ET","Mia","Matt","Moore","Sea",0,0
"Matt Ryan","QB","Matt Ryan (7147183)",7147183,7100,"TB@Atl 01:00PM ET","Atl","Matt","Ryan","TB",17.7,20.1
"Matt Schaub","QB","Matt Schaub (7147184)",7147184,5000,"TB@Atl 01:00PM ET","Atl","Matt","Schaub","TB",0,0
"Matt Simms","QB","Matt Simms (7147185)",7147185,5000,"TB@Atl 01:00PM ET","Atl","Matt","Simms","TB",0,0
"Matt Weiser","TE","Matt Weiser (7147850)",7147850,2500,"SD@KC 01:00PM ET","SD","Matt","Weiser","KC",0,0
"Matthew Mulligan","TE","Matthew Mulligan (7147914)",7147914,2500,"Det@Ind 04:25PM ET","Det","Matthew","Mulligan","Ind",0,0
"Matthew Stafford","QB","Matthew Stafford (7147265)",7147265,7200,"Det@Ind 04:25PM ET","Det","Matthew","Stafford","Ind",18.45,21.6
"Matthew Tucker","RB","Matthew Tucker (7147325)",7147325,3000,"Cin@NYJ 01:00PM ET","NYJ","Matthew","Tucker","Cin",0,0
"Max McCaffrey","WR","Max McCaffrey (7147580)",7147580,3000,"Oak@NO 01:00PM ET","Oak","Max","McCaffrey","NO",0,0
"Maxx Williams","TE","Maxx Williams (7147863)",7147863,2600,"Buf@Bal 01:00PM ET","Bal","Maxx","Williams","Buf",5.58,1.8
"McLeod Bethel-Thompson","QB","McLeod Bethel-Thompson (7147200)",7147200,5000,"Cle@Phi 01:00PM ET","Phi","McLeod","Bethel-Thompson","Cle",0,0
"Mekale McKay","WR","Mekale McKay (7147748)",7147748,3000,"Det@Ind 04:25PM ET","Ind","Mekale","McKay","Det",0,0
"Melvin Gordon","RB","Melvin Gordon (7147361)",7147361,4600,"SD@KC 01:00PM ET","SD","Melvin","Gordon","KC",10.54,10.4
"Michael Bennett","WR","Michael Bennett (7147548)",7147548,3000,"Cin@NYJ 01:00PM ET","Cin","Michael","Bennett","NYJ",0,0
"Michael Campanaro","WR","Michael Campanaro (7147618)",7147618,3000,"Buf@Bal 01:00PM ET","Bal","Michael","Campanaro","Buf",0,0
"Michael Crabtree","WR","Michael Crabtree (7147564)",7147564,5500,"Oak@NO 01:00PM ET","Oak","Michael","Crabtree","NO",16.12,15
"Michael Floyd","WR","Michael Floyd (7147757)",7147757,5900,"NE@Ari 08:30PM ET","Ari","Michael","Floyd","NE",13.76,12.6
"Michael Hoomanawanui","TE","Michael Hoomanawanui (7147828)",7147828,2500,"Oak@NO 01:00PM ET","NO","Michael","Hoomanawanui","Oak",0,1.4
"Michael Thomas","WR","Michael Thomas (7147579)",7147579,4000,"Oak@NO 01:00PM ET","NO","Michael","Thomas","Oak",7.31,10.5
"Mike Bercovici","QB","Mike Bercovici (7147226)",7147226,5000,"SD@KC 01:00PM ET","SD","Mike","Bercovici","KC",0,0
"Mike Evans","WR","Mike Evans (7147483)",7147483,7400,"TB@Atl 01:00PM ET","TB","Mike","Evans","Atl",18.54,17.4
"Mike Gillislee","RB","Mike Gillislee (7147373)",7147373,3800,"Buf@Bal 01:00PM ET","Buf","Mike","Gillislee","Bal",4.73,1.7
"Mike Glennon","QB","Mike Glennon (7147187)",7147187,5000,"TB@Atl 01:00PM ET","TB","Mike","Glennon","Atl",0,0
"Mike James","RB","Mike James (7147279)",7147279,3000,"TB@Atl 01:00PM ET","TB","Mike","James","Atl",0,0
"Mike Wallace","WR","Mike Wallace (7147612)",7147612,4200,"Buf@Bal 01:00PM ET","Bal","Mike","Wallace","Buf",11.63,7.3
"Mike Williams","WR","Mike Williams (7147588)",7147588,3000,"SD@KC 01:00PM ET","KC","Mike","Williams","SD",0,0
"Mitch Mathews","WR","Mitch Mathews (7147593)",7147593,3000,"SD@KC 01:00PM ET","KC","Mitch","Mathews","SD",0,0
"Mitchell Henry","TE","Mitchell Henry (7147883)",7147883,2500,"GB@Jax 01:00PM ET","GB","Mitchell","Henry","Jax",0,0
"Mohamed Sanu","WR","Mohamed Sanu (7147475)",7147475,5100,"TB@Atl 01:00PM ET","Atl","Mohamed","Sanu","TB",11.65,11.2
"Montario Hunter","WR","Montario Hunter (7147704)",7147704,3000,"Mia@Sea 04:05PM ET","Sea","Montario","Hunter","Mia",0,0
"Moritz Boehringer","WR","Moritz Boehringer (7147513)",7147513,3000,"Min@Ten 01:00PM ET","Min","Moritz","Boehringer","Ten",0,0
"Mychal Rivera","TE","Mychal Rivera (7147831)",7147831,2600,"Oak@NO 01:00PM ET","Oak","Mychal","Rivera","NO",0,4.2
"MyCole Pruitt","TE","MyCole Pruitt (7147796)",7147796,2500,"Min@Ten 01:00PM ET","Min","MyCole","Pruitt","Ten",0,0
"Myles White","WR","Myles White (7147712)",7147712,3000,"NYG@Dal 04:25PM ET","NYG","Myles","White","Dal",0,0
"Nathan Palmer","WR","Nathan Palmer (7147565)",7147565,3000,"Oak@NO 01:00PM ET","Oak","Nathan","Palmer","NO",0,0
"Neal Sterling","WR","Neal Sterling (7147669)",7147669,3000,"GB@Jax 01:00PM ET","Jax","Neal","Sterling","GB",0,0
"Nelson Agholor","WR","Nelson Agholor (7147529)",7147529,3500,"Cle@Phi 01:00PM ET","Phi","Nelson","Agholor","Cle",7.36,8.4
"Nic Jacobs","TE","Nic Jacobs (7147880)",7147880,2500,"GB@Jax 01:00PM ET","Jax","Nic","Jacobs","GB",0,0
"Nick Boyle","TE","Nick Boyle (7147862)",7147862,2500,"Buf@Bal 01:00PM ET","Bal","Nick","Boyle","Buf",0,0
"Nick Foles","QB","Nick Foles (7147222)",7147222,5000,"SD@KC 01:00PM ET","KC","Nick","Foles","SD",0,0
"Nick O'Leary","TE","Nick O'Leary (7147861)",7147861,2500,"Buf@Bal 01:00PM ET","Buf","Nick","O'Leary","Bal",0,0
"Nick Vannett","TE","Nick Vannett (7147896)",7147896,2500,"Mia@Sea 04:05PM ET","Sea","Nick","Vannett","Mia",0,0
"Nick Williams","WR","Nick Williams (7147476)",7147476,3000,"TB@Atl 01:00PM ET","Atl","Nick","Williams","TB",2.12,1.3
"Nikita Whitlock","RB","Nikita Whitlock (7147433)",7147433,3000,"NYG@Dal 04:25PM ET","NYG","Nikita","Whitlock","Dal",0,0
"Odell Beckham","WR","Odell Beckham (7147717)",7147717,9300,"NYG@Dal 04:25PM ET","NYG","Odell","Beckham","Dal",22.51,21
"Orleans Darkwa","RB","Orleans Darkwa (7147434)",7147434,3000,"NYG@Dal 04:25PM ET","NYG","Orleans","Darkwa","Dal",0,2.1
"Orson Charles","TE","Orson Charles (7147919)",7147919,2500,"Det@Ind 04:25PM ET","Det","Orson","Charles","Ind",0,0
"Patrick DiMarco","RB","Patrick DiMarco (7147278)",7147278,3000,"TB@Atl 01:00PM ET","Atl","Patrick","DiMarco","TB",0,1.1
"Paul Lasike","RB","Paul Lasike (7147396)",7147396,3000,"Chi@Hou 01:00PM ET","Chi","Paul","Lasike","Hou",0,0
"Paul Perkins","RB","Paul Perkins (7147438)",7147438,3200,"NYG@Dal 04:25PM ET","NYG","Paul","Perkins","Dal",0,3.8
"Paul Richardson","WR","Paul Richardson (7147691)",7147691,3000,"Mia@Sea 04:05PM ET","Sea","Paul","Richardson","Mia",2.96,4.6
"Paul Turner","WR","Paul Turner (7147523)",7147523,3000,"Cle@Phi 01:00PM ET","Phi","Paul","Turner","Cle",0,0
"Peyton Barber","RB","Peyton Barber (7147290)",7147290,3000,"TB@Atl 01:00PM ET","TB","Peyton","Barber","Atl",0,0
"Philip Rivers","QB","Philip Rivers (7147221)",7147221,7000,"SD@KC 01:00PM ET","SD","Philip","Rivers","KC",16.84,17.1
"Phillip Dorsett","WR","Phillip Dorsett (7147741)",7147741,4500,"Det@Ind 04:25PM ET","Ind","Phillip","Dorsett","Det",10.9,11
"Phillip Supernaw","TE","Phillip Supernaw (7147800)",7147800,2500,"Min@Ten 01:00PM ET","Ten","Phillip","Supernaw","Min",0,0
"Quan Bray","WR","Quan Bray (7147740)",7147740,3000,"Det@Ind 04:25PM ET","Ind","Quan","Bray","Det",0,3.6
"Quenton Bundrage","WR","Quenton Bundrage (7147648)",7147648,3000,"Chi@Hou 01:00PM ET","Hou","Quenton","Bundrage","Chi",0,0
"Quincy Enunwa","WR","Quincy Enunwa (7147546)",7147546,3800,"Cin@NYJ 01:00PM ET","NYJ","Quincy","Enunwa","Cin",4.82,3.1
"Quinshad Davis","WR","Quinshad Davis (7147745)",7147745,3000,"Det@Ind 04:25PM ET","Det","Quinshad","Davis","Ind",0,0
"R.J. Harris","WR","R.J. Harris (7147566)",7147566,3000,"Oak@NO 01:00PM ET","NO","R.J.","Harris","Oak",0,0
"Raheem Mostert","RB","Raheem Mostert (7147315)",7147315,3000,"Cle@Phi 01:00PM ET","Cle","Raheem","Mostert","Phi",0,0
"Rajion Neal","RB","Rajion Neal (7147313)",7147313,3000,"Cle@Phi 01:00PM ET","Cle","Rajion","Neal","Phi",0,0
"Randall Cobb","WR","Randall Cobb (7147661)",7147661,7600,"GB@Jax 01:00PM ET","GB","Randall","Cobb","Jax",17.1,16.7
"Randall Telfer","TE","Randall Telfer (7147807)",7147807,2500,"Cle@Phi 01:00PM ET","Cle","Randall","Telfer","Phi",0,0
"Rannell Hall","WR","Rannell Hall (7147527)",7147527,3000,"Cle@Phi 01:00PM ET","Cle","Rannell","Hall","Phi",0,0
"Rashad Greene","WR","Rashad Greene (7147673)",7147673,3500,"GB@Jax 01:00PM ET","Jax","Rashad","Greene","GB",4.19,4.8
"Rashad Jennings","RB","Rashad Jennings (7147426)",7147426,5400,"NYG@Dal 04:25PM ET","NYG","Rashad","Jennings","Dal",12.12,11.2
"Rashad Lawrence","WR","Rashad Lawrence (7147667)",7147667,3000,"GB@Jax 01:00PM ET","Jax","Rashad","Lawrence","GB",0,0
"Rashard Higgins","WR","Rashard Higgins (7147535)",7147535,3000,"Cle@Phi 01:00PM ET","Cle","Rashard","Higgins","Phi",0,3.8
"Rashaun Simonise","WR","Rashaun Simonise (7147562)",7147562,3000,"Cin@NYJ 01:00PM ET","Cin","Rashaun","Simonise","NYJ",0,0
"Rashawn Scott","WR","Rashawn Scott (7147694)",7147694,3000,"Mia@Sea 04:05PM ET","Mia","Rashawn","Scott","Sea",0,0
"Reggie Bell","WR","Reggie Bell (7147569)",7147569,3000,"Oak@NO 01:00PM ET","NO","Reggie","Bell","Oak",0,0
"Reggie Bush","RB","Reggie Bush (7147367)",7147367,3500,"Buf@Bal 01:00PM ET","Buf","Reggie","Bush","Bal",4.57,4.5
"Rex Burkhead","RB","Rex Burkhead (7147327)",7147327,3000,"Cin@NYJ 01:00PM ET","Cin","Rex","Burkhead","NYJ",0,1.5
"Rhett Ellison","TE","Rhett Ellison (7147791)",7147791,2500,"Min@Ten 01:00PM ET","Min","Rhett","Ellison","Ten",0,1.4
"Ricardo Louis","WR","Ricardo Louis (7147533)",7147533,3000,"Cle@Phi 01:00PM ET","Cle","Ricardo","Louis","Phi",0,0
"Richard Rodgers","TE","Richard Rodgers (7147884)",7147884,3100,"GB@Jax 01:00PM ET","GB","Richard","Rodgers","Jax",7,3.3
"Rico Gathers","TE","Rico Gathers (7147911)",7147911,2500,"NYG@Dal 04:25PM ET","Dal","Rico","Gathers","NYG",0,0
"Rishard Matthews","WR","Rishard Matthews (7147502)",7147502,3300,"Min@Ten 01:00PM ET","Ten","Rishard","Matthews","Min",10.47,15.1
"Rob Gronkowski","TE","Rob Gronkowski (7147931)",7147931,7400,"NE@Ari 08:30PM ET","NE","Rob","Gronkowski","Ari",0,0
"Rob Housler","TE","Rob Housler (7147866)",7147866,2500,"Chi@Hou 01:00PM ET","Chi","Rob","Housler","Hou",0,0
"Robby Anderson","WR","Robby Anderson (7147553)",7147553,3000,"Cin@NYJ 01:00PM ET","NYJ","Robby","Anderson","Cin",0,4
"Robert Hughes","RB","Robert Hughes (7147309)",7147309,3000,"Cle@Phi 01:00PM ET","Cle","Robert","Hughes","Phi",0,0
"Robert Turbin","RB","Robert Turbin (7147443)",7147443,3000,"Det@Ind 04:25PM ET","Ind","Robert","Turbin","Det",3.09,1.9
"Robert Woods","WR","Robert Woods (7147623)",7147623,4600,"Buf@Bal 01:00PM ET","Buf","Robert","Woods","Bal",10.44,8
"Rod Smith","RB","Rod Smith (7147436)",7147436,3000,"NYG@Dal 04:25PM ET","Dal","Rod","Smith","NYG",0,0
"Rod Streater","WR","Rod Streater (7147594)",7147594,3000,"SD@KC 01:00PM ET","KC","Rod","Streater","SD",0,0
"Rodney Smith","WR","Rodney Smith (7147713)",7147713,3000,"NYG@Dal 04:25PM ET","Dal","Rodney","Smith","NYG",0,0
"Roger Lewis","WR","Roger Lewis (7147726)",7147726,3000,"NYG@Dal 04:25PM ET","NYG","Roger","Lewis","Dal",0,0
"Romar Morris","RB","Romar Morris (7147333)",7147333,3000,"Cin@NYJ 01:00PM ET","NYJ","Romar","Morris","Cin",0,0
"Ross Travis","TE","Ross Travis (7147848)",7147848,2500,"SD@KC 01:00PM ET","KC","Ross","Travis","SD",0,0
"Rueben Randle","WR","Rueben Randle (7147519)",7147519,3300,"Cle@Phi 01:00PM ET","Phi","Rueben","Randle","Cle",0,0
