"Position","Name...ID","Name","ID","Salary","GameInfo","Team","FirstName","LastName","Opponent","Projection","Projection_dfn","RankTargets","RollingTargetPctg","Actual","Projection_reg_split","Projection_reg","FreqInd"
"RB","Kyle Juszczyk (7852193)","Kyle Juszczyk",7852193,3000,"Mia@Bal 01:00PM ET","Bal","Kyle","Juszczyk","Mia",0,3.8,0,0,0,2.04551158330485,2.00965744557456,0
"RB","Javorius Allen (7852196)","Javorius Allen",7852196,3000,"Mia@Bal 01:00PM ET","Bal","Javorius","Allen","Mia",0,1,12,0.0133333333333333,0,0.538292521922329,0.528857222519622,0
"RB","Kenyan Drake (7852199)","Kenyan Drake",7852199,3000,"Mia@Bal 01:00PM ET","Mia","Kenyan","Drake","Bal",0,1.4,11,0.0240963855421687,0,0.753609530691261,0.74040011152747,0
"RB","Lorenzo Taliaferro (7852200)","Lorenzo Taliaferro",7852200,3000,"Mia@Bal 01:00PM ET","Bal","Lorenzo","Taliaferro","Mia",0,0,13,0.00666666666666667,0,0,0,0
"WR","Devin Hester (7852326)","Devin Hester",7852326,3000,"Mia@Bal 01:00PM ET","Bal","Devin","Hester","Mia",0,0,0,0,0,0,0,0
"WR","Kamar Aiken (7852328)","Kamar Aiken",7852328,3000,"Mia@Bal 01:00PM ET","Bal","Kamar","Aiken","Mia",3.79,5,5,0.0888888888888889,0,4.42000163344198,4.29859930667195,0
"WR","Jakeem Grant (7852332)","Jakeem Grant",7852332,3000,"Mia@Bal 01:00PM ET","Mia","Jakeem","Grant","Bal",0,0,13,0.00301204819277108,0,0,0,0
"WR","Chris Moore (7852333)","Chris Moore",7852333,3000,"Mia@Bal 01:00PM ET","Bal","Chris","Moore","Mia",0,0,9,0.0311111111111111,0,0,0,0
"RB","Ka'Deem Carey (7852205)","Ka'Deem Carey",7852205,3000,"SF@Chi 01:00PM ET","Chi","Ka'Deem","Carey","SF",0,3.1,12,0.0145631067961165,0,1.66870681795922,1.63945738981083,0
"RB","Paul Lasike (7852206)","Paul Lasike",7852206,3000,"SF@Chi 01:00PM ET","Chi","Paul","Lasike","SF",0,0,0,0,0,0,0,0
"RB","Mike Davis (7852207)","Mike Davis",7852207,3000,"SF@Chi 01:00PM ET","SF","Mike","Davis","Chi",0,0,13,0.0139664804469274,0,0,0,0
"WR","Rod Streater (7852341)","Rod Streater",7852341,3000,"SF@Chi 01:00PM ET","SF","Rod","Streater","Chi",5.74,3,8,0.0418994413407821,0,4.23277044090844,4.09204864222479,0
"WR","Joshua Bellamy (7852342)","Joshua Bellamy",7852342,3000,"SF@Chi 01:00PM ET","Chi","Joshua","Bellamy","SF",0,0,0,0,0,0,0,0
"WR","Chris Harper (7852346)","Chris Harper",7852346,3000,"SF@Chi 01:00PM ET","SF","Chris","Harper","Chi",0,0,10,0.0223463687150838,0,0,0,0
"WR","Aaron Burbridge (7852347)","Aaron Burbridge",7852347,3000,"SF@Chi 01:00PM ET","SF","Aaron","Burbridge","Chi",0,1.7,10,0.0223463687150838,0,0.91509728726796,0.899057278283357,0
"RB","Reggie Bush (7852209)","Reggie Bush",7852209,3000,"Buf@Oak 04:05PM ET","Buf","Reggie","Bush","Oak",0,0,8,0.0373831775700935,0,0,0,0
"RB","Jerome Felton (7852210)","Jerome Felton",7852210,3000,"Buf@Oak 04:05PM ET","Buf","Jerome","Felton","Oak",0,0,12,0.0186915887850467,0,0,0,0
"RB","Taiwan Jones (7852211)","Taiwan Jones",7852211,3000,"Buf@Oak 04:05PM ET","Oak","Taiwan","Jones","Buf",0,2.4,12,0.00675675675675676,0,1.29190205261359,1.26925733404709,0
"RB","Jamize Olawale (7852215)","Jamize Olawale",7852215,3000,"Buf@Oak 04:05PM ET","Oak","Jamize","Olawale","Buf",0,2.3,0,0,0,1.23807280042136,1.21637161179513,0
"RB","Jonathan Williams (7852218)","Jonathan Williams",7852218,3000,"Buf@Oak 04:05PM ET","Buf","Jonathan","Williams","Oak",0,0,15,0.00623052959501558,0,0,0,0
"WR","Brandon Tate (7852348)","Brandon Tate",7852348,3000,"Buf@Oak 04:05PM ET","Buf","Brandon","Tate","Oak",3.54,0,10,0.0280373831775701,0,1.61451929930327,1.54518963245947,0
"WR","Justin Hunter (7852352)","Justin Hunter",7852352,3000,"Buf@Oak 04:05PM ET","Buf","Justin","Hunter","Oak",7.18,6,6,0.0498442367601246,0,6.50440161995134,6.30717202468243,0
"WR","Walt Powell (7852353)","Walt Powell",7852353,3000,"Buf@Oak 04:05PM ET","Buf","Walt","Powell","Oak",0,0,5,0.0841121495327103,0,0,0,0
"WR","Andre Holmes (7852355)","Andre Holmes",7852355,3000,"Buf@Oak 04:05PM ET","Oak","Andre","Holmes","Buf",4.64,4.3,8,0.036036036036036,0,4.43086393148838,4.29941936039707,0
"WR","Seth Roberts (7852358)","Seth Roberts",7852358,3000,"Buf@Oak 04:05PM ET","Oak","Seth","Roberts","Buf",8.63,6.7,3,0.130630630630631,0,7.54252078755396,7.3102887378095,0
"WR","Johnny Holton (7852359)","Johnny Holton",7852359,3000,"Buf@Oak 04:05PM ET","Oak","Johnny","Holton","Buf",0,0,12,0.00675675675675676,0,0,0,0
"RB","Bobby Rainey (7852222)","Bobby Rainey",7852222,3000,"NYG@Pit 04:25PM ET","NYG","Bobby","Rainey","Pit",0,1,6,0.0518867924528302,0,0.538292521922329,0.528857222519622,0
"RB","Orleans Darkwa (7852225)","Orleans Darkwa",7852225,3000,"NYG@Pit 04:25PM ET","NYG","Orleans","Darkwa","Pit",0,0,12,0.00943396226415094,0,0,0,0
"RB","Roosevelt Nix (7852226)","Roosevelt Nix",7852226,3000,"NYG@Pit 04:25PM ET","Pit","Roosevelt","Nix","NYG",0,0,0,0,0,0,0,0
"RB","Daryl Richardson (7852227)","Daryl Richardson",7852227,3000,"NYG@Pit 04:25PM ET","Pit","Daryl","Richardson","NYG",0,0,0,0,0,0,0,0
"WR","Darrius Heyward-Bey (7852361)","Darrius Heyward-Bey",7852361,3000,"NYG@Pit 04:25PM ET","Pit","Darrius","Heyward-Bey","NYG",0,0,9,0.0367816091954023,0,0,0,0
"WR","Dwayne Harris (7852362)","Dwayne Harris",7852362,3000,"NYG@Pit 04:25PM ET","NYG","Dwayne","Harris","Pit",2.83,0,14,0.00471698113207547,0,1.2907032816464,1.23527871747466,0
"WR","Tavarres King (7852364)","Tavarres King",7852364,3000,"NYG@Pit 04:25PM ET","NYG","Tavarres","King","Pit",0,0,13,0.00707547169811321,0,0,0,0
"WR","Cobi Hamilton (7852365)","Cobi Hamilton",7852365,3000,"NYG@Pit 04:25PM ET","Pit","Cobi","Hamilton","NYG",3.76,5.1,7,0.0436781609195402,0,4.46014851869097,4.33839020153019,0
"WR","Roger Lewis (7852370)","Roger Lewis",7852370,3000,"NYG@Pit 04:25PM ET","NYG","Roger","Lewis","Pit",4.54,1.2,9,0.0377358490566038,0,2.71654922371833,2.6163125459405,0
"TE","Will Tye (7852471)","Will Tye",7852471,3000,"NYG@Pit 04:25PM ET","NYG","Will","Tye","Pit",7.53,8.1,4,0.108490566037736,0,7.79444353032612,7.57054517823375,1
"RB","Stepfan Taylor (7852230)","Stepfan Taylor",7852230,3000,"Was@Ari 04:25PM ET","Ari","Stepfan","Taylor","Was",0,0,0,0,0,0,0,0
"RB","Kerwynn Williams (7852231)","Kerwynn Williams",7852231,3000,"Was@Ari 04:25PM ET","Ari","Kerwynn","Williams","Was",0,0,0,0,0,0,0,0
"RB","Mack Brown (7852234)","Mack Brown",7852234,3000,"Was@Ari 04:25PM ET","Was","Mack","Brown","Ari",0,0,0,0,0,0,0,0
"WR","Ryan Grant (7852376)","Ryan Grant",7852376,3000,"Was@Ari 04:25PM ET","Was","Ryan","Grant","Ari",0,2.3,7,0.0331858407079646,0,1.23807280042136,1.21637161179513,0
"WR","Rashad Ross (7852378)","Rashad Ross",7852378,3000,"Was@Ari 04:25PM ET","Was","Rashad","Ross","Ari",0,0,13,0.00442477876106195,0,0,0,0
"WR","Maurice Harris (7852380)","Maurice Harris",7852380,3000,"Was@Ari 04:25PM ET","Was","Maurice","Harris","Ari",0,0,9,0.0176991150442478,0,0,0,0
"WR","Brittan Golden (7852381)","Brittan Golden",7852381,3000,"Was@Ari 04:25PM ET","Ari","Brittan","Golden","Was",0,0,10,0.0127931769722814,0,0,0,0
"WR","Marquis Bundy (7852382)","Marquis Bundy",7852382,3000,"Was@Ari 04:25PM ET","Ari","Marquis","Bundy","Was",0,0,0,0,0,0,0,0
"RB","Mike James (7852239)","Mike James",7852239,3000,"TB@SD 04:25PM ET","TB","Mike","James","SD",0,0,12,0.0117924528301887,0,0,0,0
"RB","Ronnie Hillman (7852241)","Ronnie Hillman",7852241,3000,"TB@SD 04:25PM ET","SD","Ronnie","Hillman","TB",0,0,0,0,0,0,0,0
"RB","Derek Watt (7852243)","Derek Watt",7852243,3000,"TB@SD 04:25PM ET","SD","Derek","Watt","TB",0,0,0,0,0,0,0,0
"WR","Cecil Shorts III (7852386)","Cecil Shorts III",7852386,3000,"TB@SD 04:25PM ET","TB","Cecil","Shorts III","SD",0,0,0,0,0,0,0,0
"WR","Geremy Davis (7852387)","Geremy Davis",7852387,3000,"TB@SD 04:25PM ET","SD","Geremy","Davis","TB",0,0,0,0,0,0,0,0
"WR","Isaiah Burse (7852388)","Isaiah Burse",7852388,3000,"TB@SD 04:25PM ET","SD","Isaiah","Burse","TB",0,0,15,0.00246913580246914,0,0,0,0
"WR","Freddie Martino (7852389)","Freddie Martino",7852389,3000,"TB@SD 04:25PM ET","TB","Freddie","Martino","SD",0,0,15,0.00943396226415094,0,0,0,0
"WR","Jeremy Butler (7852392)","Jeremy Butler",7852392,3000,"TB@SD 04:25PM ET","SD","Jeremy","Butler","TB",0,1.4,13,0.00493827160493827,0,0.753609530691261,0.74040011152747,0
"RB","Mike Tolbert (7852246)","Mike Tolbert",7852246,3000,"Car@Sea 08:30PM ET","Car","Mike","Tolbert","Sea",0,1.4,0,0,0,0.753609530691261,0.74040011152747,0
"RB","Fozzy Whittaker (7852248)","Fozzy Whittaker",7852248,3000,"Car@Sea 08:30PM ET","Car","Fozzy","Whittaker","Sea",4.2,3.8,6,0.075,0,3.96104295535957,3.84293328069597,0
"RB","Will Tukuafu (7852249)","Will Tukuafu",7852249,3000,"Car@Sea 08:30PM ET","Sea","Will","Tukuafu","Car",0,0,0,0,0,0,0,0
"RB","George Farmer (7852250)","George Farmer",7852250,3000,"Car@Sea 08:30PM ET","Sea","George","Farmer","Car",0,2,11,0.00571428571428571,0,1.07658504384466,1.05771444503924,0
"RB","Troymaine Pope (7852253)","Troymaine Pope",7852253,3000,"Car@Sea 08:30PM ET","Sea","Troymaine","Pope","Car",0,0,0,0,0,0,0,0
"RB","Alex Collins (7852255)","Alex Collins",7852255,3000,"Car@Sea 08:30PM ET","Sea","Alex","Collins","Car",3.15,3,9,0.00857142857142857,0,3.05152609480803,2.96152854389992,0
"WR","Jermaine Kearse (7852396)","Jermaine Kearse",7852396,3000,"Car@Sea 08:30PM ET","Sea","Jermaine","Kearse","Car",8.43,10,3,0.168571428571429,0,9.22767033027599,8.96821872283276,0
"WR","Brenton Bersin (7852397)","Brenton Bersin",7852397,3000,"Car@Sea 08:30PM ET","Car","Brenton","Bersin","Sea",0,0,10,0.0025,0,0,0,0
"WR","Paul Richardson (7852398)","Paul Richardson",7852398,3000,"Car@Sea 08:30PM ET","Sea","Paul","Richardson","Car",4.65,0,5,0.0685714285714286,0,2.12076687620344,2.02969824602728,0
"WR","Corey Brown (7852399)","Corey Brown",7852399,3000,"Car@Sea 08:30PM ET","Car","Corey","Brown","Sea",0,4,5,0.0975,0,2.15317008768932,2.11542889007849,0
"WR","Tanner McEvoy (7852400)","Tanner McEvoy",7852400,3000,"Car@Sea 08:30PM ET","Sea","Tanner","McEvoy","Car",0,0,9,0.00857142857142857,0,0,0,0
"TE","Lance Kendricks (7852420)","Lance Kendricks",7852420,2900,"LA@NE 01:00PM ET","LA","Lance","Kendricks","NE",9.53,9.3,3,0.183510638297872,0,9.35255235284945,9.07816233817225,1
"TE","Jared Cook (7852433)","Jared Cook",7852433,2900,"Hou@GB 01:00PM ET","GB","Jared","Cook","Hou",9.12,7.3,6,0.0553191489361702,0,8.0889749607804,7.84148525208544,0
"TE","Vance McDonald (7852459)","Vance McDonald",7852459,2900,"SF@Chi 01:00PM ET","SF","Vance","McDonald","Chi",10.33,6.7,4,0.111731843575419,0,8.31785491433801,8.05232895678722,1
"TE","Hunter Henry (7852489)","Hunter Henry",7852489,2900,"TB@SD 04:25PM ET","SD","Hunter","Henry","TB",6.13,6.5,6,0.0962962962962963,0,6.29466503789882,6.11328167716188,1
"TE","Julius Thomas (7852428)","Julius Thomas",7852428,2800,"Den@Jax 01:00PM ET","Jax","Julius","Thomas","Den",0,7.6,4,0.119205298013245,0,4.0910231666097,4.01931489114912,1
"TE","Ladarius Green (7852470)","Ladarius Green",7852470,2800,"NYG@Pit 04:25PM ET","Pit","Ladarius","Green","NYG",9.15,8.4,11,0.0206896551724138,0,8.69477910183821,8.43632302425075,0
"TE","Garrett Celek (7852458)","Garrett Celek",7852458,2700,"SF@Chi 01:00PM ET","SF","Garrett","Celek","Chi",4.49,4.5,5,0.0977653631284916,0,4.4701106011566,4.33971666793238,0
"TE","Austin Hooper (7852411)","Austin Hooper",7852411,2600,"KC@Atl 01:00PM ET","Atl","Austin","Hooper","KC",5.32,7.7,7,0.0597402597402597,0,6.57119215673792,6.39435000455487,1
"TE","Virgil Green (7852426)","Virgil Green",7852426,2600,"Den@Jax 01:00PM ET","Den","Virgil","Green","Jax",6.98,3.5,4,0.0731070496083551,0,5.06745453552386,4.89773011909188,1
"TE","Richard Rodgers (7852437)","Richard Rodgers",7852437,2600,"Hou@GB 01:00PM ET","GB","Richard","Rodgers","Hou",3.7,3.9,4,0.0829787234042553,0,3.78683275849767,3.6775718797192,1
"TE","Charles Clay (7852464)","Charles Clay",7852464,2600,"Buf@Oak 04:05PM ET","Buf","Charles","Clay","Oak",0,8.3,2,0.193146417445483,0,4.46782793195533,4.38951494691286,1
"TE","Jesse James (7852473)","Jesse James",7852473,2600,"NYG@Pit 04:25PM ET","Pit","Jesse","James","NYG",3.87,2.4,3,0.105747126436782,0,3.05692738829259,2.95849006783753,1
"TE","James Winchester (7852405)","James Winchester",7852405,2500,"KC@Atl 01:00PM ET","KC","James","Winchester","Atl",0,0,0,0,0,0,0,0
"TE","Levine Toilolo (7852406)","Levine Toilolo",7852406,2500,"KC@Atl 01:00PM ET","Atl","Levine","Toilolo","KC",3.48,2,10,0.0337662337662338,0,2.66373960926143,2.57671442271127,0
"TE","James O'Shaughnessy (7852407)","James O'Shaughnessy",7852407,2500,"KC@Atl 01:00PM ET","KC","James","O'Shaughnessy","Atl",0,0,13,0.00738916256157635,0,0,0,0
"TE","Ross Travis (7852408)","Ross Travis",7852408,2500,"KC@Atl 01:00PM ET","KC","Ross","Travis","Atl",0,0,9,0.0147783251231527,0,0,0,0
"TE","Demetrius Harris (7852409)","Demetrius Harris",7852409,2500,"KC@Atl 01:00PM ET","KC","Demetrius","Harris","Atl",2.34,1.4,8,0.0492610837438424,0,1.82083415226461,1.76179664823797,0
"TE","Joshua Perkins (7852410)","Joshua Perkins",7852410,2500,"KC@Atl 01:00PM ET","Atl","Joshua","Perkins","KC",0,0,0,0,0,0,0,0
"TE","Brandon Pettigrew (7852412)","Brandon Pettigrew",7852412,2500,"Det@NO 01:00PM ET","Det","Brandon","Pettigrew","NO",0,0,0,0,0,0,0,0
"TE","Clay Harbor (7852413)","Clay Harbor",7852413,2500,"Det@NO 01:00PM ET","Det","Clay","Harbor","NO",0,2.2,10,0.00746268656716418,0,1.18424354822912,1.16348588954317,0
"TE","John Phillips (7852414)","John Phillips",7852414,2500,"Det@NO 01:00PM ET","NO","John","Phillips","Det",0,0,13,0.00217391304347826,0,0,0,0
"TE","Matthew Mulligan (7852415)","Matthew Mulligan",7852415,2500,"Det@NO 01:00PM ET","Det","Matthew","Mulligan","NO",0,0,0,0,0,0,0,0
"TE","Josh Hill (7852417)","Josh Hill",7852417,2500,"Det@NO 01:00PM ET","NO","Josh","Hill","Det",6.65,3.6,8,0.041304347826087,0,4.97077775134036,4.80657274001287,0
"TE","Cory Harkey (7852422)","Cory Harkey",7852422,2500,"LA@NE 01:00PM ET","LA","Cory","Harkey","NE",0,0,0,0,0,0,0,0
"TE","Matt Lengel (7852423)","Matt Lengel",7852423,2500,"LA@NE 01:00PM ET","NE","Matt","Lengel","LA",0,2.6,0,0,0,1.39956055699806,1.37502877855102,0
"TE","Tyler Higbee (7852424)","Tyler Higbee",7852424,2500,"LA@NE 01:00PM ET","LA","Tyler","Higbee","NE",1.54,1.1,7,0.0478723404255319,0,1.29448327720129,1.2539440843161,0
"TE","Temarrick Hemingway (7852425)","Temarrick Hemingway",7852425,2500,"LA@NE 01:00PM ET","LA","Temarrick","Hemingway","NE",0,0,0,0,0,0,0,0
"TE","A.J. Derby (7852427)","A.J. Derby",7852427,2500,"Den@Jax 01:00PM ET","Den","A.J.","Derby","Jax",0,5.3,9,0.02088772845953,0,2.85295036618835,2.80294327935399,0
"TE","Neal Sterling (7852429)","Neal Sterling",7852429,2500,"Den@Jax 01:00PM ET","Jax","Neal","Sterling","Den",0,0,11,0.011037527593819,0,0,0,0
"TE","Jeff Heuerman (7852430)","Jeff Heuerman",7852430,2500,"Den@Jax 01:00PM ET","Den","Jeff","Heuerman","Jax",0,0,13,0.00783289817232376,0,0,0,0
"TE","Alex Ellis (7852431)","Alex Ellis",7852431,2500,"Den@Jax 01:00PM ET","Jax","Alex","Ellis","Den",0,0,0,0,0,0,0,0
"TE","Ben Koyack (7852432)","Ben Koyack",7852432,2500,"Den@Jax 01:00PM ET","Jax","Ben","Koyack","Den",4.56,3.1,8,0.0242825607064018,0,3.74842659333292,3.62987115365693,1
"TE","Ryan Griffin (7852434)","Ryan Griffin",7852434,2500,"Hou@GB 01:00PM ET","Hou","Ryan","Griffin","GB",5.81,4.4,4,0.129353233830846,0,5.01830549446728,4.86300335100429,1
"TE","Stephen Anderson (7852436)","Stephen Anderson",7852436,2500,"Hou@GB 01:00PM ET","Hou","Stephen","Anderson","GB",3.29,1.4,8,0.0348258706467662,0,2.25410910546746,2.17646618237257,0
"TE","Clark Harris (7852438)","Clark Harris",7852438,2500,"Phi@Cin 01:00PM ET","Cin","Clark","Harris","Phi",0,0,0,0,0,0,0,0
"TE","Brent Celek (7852439)","Brent Celek",7852439,2500,"Phi@Cin 01:00PM ET","Phi","Brent","Celek","Cin",2.26,1,7,0.0310077519379845,0,1.56903083164701,1.51533421951352,0
"TE","Ryan Hewitt (7852441)","Ryan Hewitt",7852441,2500,"Phi@Cin 01:00PM ET","Cin","Ryan","Hewitt","Phi",0,0,12,0.00478468899521531,0,0,0,0
"TE","Trey Burton (7852443)","Trey Burton",7852443,2500,"Phi@Cin 01:00PM ET","Phi","Trey","Burton","Cin",4.14,1.6,6,0.0749354005167959,0,2.74943467324395,2.65325773636536,0
"TE","Tyler Ott (7852444)","Tyler Ott",7852444,2500,"Phi@Cin 01:00PM ET","Cin","Tyler","Ott","Phi",0,0,0,0,0,0,0,0
"TE","Tyler Kroft (7852445)","Tyler Kroft",7852445,2500,"Phi@Cin 01:00PM ET","Cin","Tyler","Kroft","Phi",0,1.3,9,0.0263157894736842,0,0.699780278499028,0.687514389275508,0
"TE","C.J. Uzomah (7852446)","C.J. Uzomah",7852446,2500,"Phi@Cin 01:00PM ET","Cin","C.J.","Uzomah","Phi",0,0,6,0.069377990430622,0,0,0,1
"TE","MarQueis Gray (7852448)","MarQueis Gray",7852448,2500,"Mia@Bal 01:00PM ET","Mia","MarQueis","Gray","Bal",4.96,1.8,7,0.0421686746987952,0,3.2310778740772,3.11695446296441,0
"TE","Dion Sims (7852449)","Dion Sims",7852449,2500,"Mia@Bal 01:00PM ET","Mia","Dion","Sims","Bal",7.85,3.7,5,0.0632530120481928,0,5.57190168126252,5.38325155801381,0
"TE","Crockett Gillmore (7852450)","Crockett Gillmore",7852450,2500,"Mia@Bal 01:00PM ET","Bal","Crockett","Gillmore","Mia",0,0,9,0.0311111111111111,0,0,0,0
"TE","Darren Waller (7852451)","Darren Waller",7852451,2500,"Mia@Bal 01:00PM ET","Bal","Darren","Waller","Mia",0,0,11,0.0155555555555556,0,0,0,0
"TE","Nick Boyle (7852452)","Nick Boyle",7852452,2500,"Mia@Bal 01:00PM ET","Bal","Nick","Boyle","Mia",0,0,0,0,0,0,0,0
"TE","Dominique Jones (7852453)","Dominique Jones",7852453,2500,"Mia@Bal 01:00PM ET","Mia","Dominique","Jones","Bal",0,2.2,8,0.0331325301204819,0,1.18424354822912,1.16348588954317,0
"TE","Thomas Duarte (7852454)","Thomas Duarte",7852454,2500,"Mia@Bal 01:00PM ET","Mia","Thomas","Duarte","Bal",0,0,0,0,0,0,0,0
"TE","Logan Paulsen (7852455)","Logan Paulsen",7852455,2500,"SF@Chi 01:00PM ET","Chi","Logan","Paulsen","SF",3.02,1.1,11,0.0242718446601942,0,1.96948004640153,1.89995556907317,0
"TE","Kyle Nelson (7852456)","Kyle Nelson",7852456,2500,"SF@Chi 01:00PM ET","SF","Kyle","Nelson","Chi",0,0,0,0,0,0,0,0
"TE","Patrick Scales (7852457)","Patrick Scales",7852457,2500,"SF@Chi 01:00PM ET","Chi","Patrick","Scales","SF",0,0,0,0,0,0,0,0
"TE","Blake Bell (7852460)","Blake Bell",7852460,2500,"SF@Chi 01:00PM ET","SF","Blake","Bell","Chi",0,0,12,0.0167597765363128,0,0,0,0
"TE","Je'Ron Hamm (7852461)","Je'Ron Hamm",7852461,2500,"SF@Chi 01:00PM ET","SF","Je'Ron","Hamm","Chi",0,0,0,0,0,0,0,0
"TE","Daniel Brown (7852462)","Daniel Brown",7852462,2500,"SF@Chi 01:00PM ET","Chi","Daniel","Brown","SF",0,4.3,13,0.00970873786407767,0,2.31465784426602,2.27408605683437,0
"TE","Ben Braunecker (7852463)","Ben Braunecker",7852463,2500,"SF@Chi 01:00PM ET","Chi","Ben","Braunecker","SF",5.29,2.6,14,0.00485436893203883,0,3.81221792799079,3.68408334231108,0
"TE","Mychal Rivera (7852465)","Mychal Rivera",7852465,2500,"Buf@Oak 04:05PM ET","Oak","Mychal","Rivera","Buf",3.02,1.7,9,0.0225225225225225,0,2.29245555955493,2.21726990258494,0
"TE","Clive Walford (7852466)","Clive Walford",7852466,2500,"Buf@Oak 04:05PM ET","Oak","Clive","Walford","Buf",7.34,4.8,4,0.0878378378378378,0,5.93142321734186,5.74238243709208,1
"TE","Nick O'Leary (7852467)","Nick O'Leary",7852467,2500,"Buf@Oak 04:05PM ET","Buf","Nick","O'Leary","Oak",6.18,1.5,10,0.0280373831775701,0,3.62600637319259,3.49082027688665,0
"TE","David Johnson (7852468)","David Johnson",7852468,2500,"NYG@Pit 04:25PM ET","Pit","David","Johnson","NYG",0,0,12,0.0183908045977011,0,0,0,0
"TE","Larry Donnell (7852469)","Larry Donnell",7852469,2500,"NYG@Pit 04:25PM ET","NYG","Larry","Donnell","Pit",0,0,7,0.0495283018867925,0,0,0,0
"TE","Xavier Grimble (7852472)","Xavier Grimble",7852472,2500,"NYG@Pit 04:25PM ET","Pit","Xavier","Grimble","NYG",0,0,7,0.0436781609195402,0,0,0,0
"TE","Jerell Adams (7852474)","Jerell Adams",7852474,2500,"NYG@Pit 04:25PM ET","NYG","Jerell","Adams","Pit",0,2.3,11,0.0259433962264151,0,1.23807280042136,1.21637161179513,0
"TE","Darren Fells (7852476)","Darren Fells",7852476,2500,"Was@Ari 04:25PM ET","Ari","Darren","Fells","Was",1.82,1.6,8,0.0319829424307036,0,1.69133162963277,1.64059108458401,0
"TE","Jermaine Gresham (7852477)","Jermaine Gresham",7852477,2500,"Was@Ari 04:25PM ET","Ari","Jermaine","Gresham","Was",3.89,8,6,0.0767590618336887,0,6.0804870890198,5.92882039887656,1
"TE","Derek Carrier (7852479)","Derek Carrier",7852479,2500,"Was@Ari 04:25PM ET","Was","Derek","Carrier","Ari",0,0,14,0.00221238938053097,0,0,0,0
"TE","Hakeem Valles (7852480)","Hakeem Valles",7852480,2500,"Was@Ari 04:25PM ET","Ari","Hakeem","Valles","Was",0,0,12,0.00426439232409382,0,0,0,0
"TE","Brandon Myers (7852482)","Brandon Myers",7852482,2500,"TB@SD 04:25PM ET","TB","Brandon","Myers","SD",0,0,10,0.0188679245283019,0,0,0,0
"TE","Andrew DePaola (7852483)","Andrew DePaola",7852483,2500,"TB@SD 04:25PM ET","TB","Andrew","DePaola","SD",0,0,0,0,0,0,0,0
"TE","Luke Stocker (7852484)","Luke Stocker",7852484,2500,"TB@SD 04:25PM ET","TB","Luke","Stocker","SD",1.52,0,12,0.0117924528301887,0,0.693239925124566,0.663471254615367,0
"TE","Sean McGrath (7852485)","Sean McGrath",7852485,2500,"TB@SD 04:25PM ET","SD","Sean","McGrath","TB",0,0,13,0.00493827160493827,0,0,0,0
"TE","Asante Cleveland (7852487)","Asante Cleveland",7852487,2500,"TB@SD 04:25PM ET","SD","Asante","Cleveland","TB",0,0,0,0,0,0,0,0
"TE","Alan Cross (7852488)","Alan Cross",7852488,2500,"TB@SD 04:25PM ET","TB","Alan","Cross","SD",0,0,0,0,0,0,0,0
"TE","Ed Dickson (7852492)","Ed Dickson",7852492,2500,"Car@Sea 08:30PM ET","Car","Ed","Dickson","Sea",3.09,1.4,7,0.0375,0,2.16289332584581,2.08916733308108,0
"TE","Luke Willson (7852493)","Luke Willson",7852493,2500,"Car@Sea 08:30PM ET","Sea","Luke","Willson","Car",2.19,0,7,0.0371428571428571,0,0.998812786857106,0.955922399741878,0
"TE","Brandon Williams (7852494)","Brandon Williams",7852494,2500,"Car@Sea 08:30PM ET","Sea","Brandon","Williams","Car",0,0,11,0.00571428571428571,0,0,0,0
"TE","Chris Manhertz (7852495)","Chris Manhertz",7852495,2500,"Car@Sea 08:30PM ET","Car","Chris","Manhertz","Sea",0,0,0,0,0,0,0,0
"TE","Nick Vannett (7852496)","Nick Vannett",7852496,2500,"Car@Sea 08:30PM ET","Sea","Nick","Vannett","Car",0,0,11,0.00571428571428571,0,0,0,0
