"Position","Name...ID","Name","ID","Salary","GameInfo","Team","FirstName","LastName","Opponent","Projection","Projection_dfn","RankTargets","RollingTargetPctg","Projection_reg","Projection_reg_split","Projection_ceil","Projection_rceil","FreqInd","Week1","Week2","Week3","Week4","Week5","Week6","Week7","Week8","Week9"
"WR","Jermaine Kearse (7725840)","Jermaine Kearse",7725840,3000,"Sea@NE 08:30PM ET","Sea","Jermaine","Kearse","NE",8.05,8.6,3,0.163265306122449,7.85257101476149,7.81256827289562,9.3,8.6,0,10.7,3.1,3.1,5.3,NA,6.5,8.1,9.7,5.6
"WR","Paul Richardson (7725841)","Paul Richardson",7725841,3000,"Sea@NE 08:30PM ET","Sea","Paul","Richardson","NE",3.46,3.8,5,0.0653061224489796,3.43240717037685,3.41280642567264,5.4,3.8,0,2.1,6.5,NA,3.7,NA,NA,2,5.3,2.5
"WR","Tanner McEvoy (7725843)","Tanner McEvoy",7725843,3000,"Sea@NE 08:30PM ET","Sea","Tanner","McEvoy","NE",0,0,9,0.0122448979591837,0,0,7.9,0,0,NA,NA,NA,11.2,NA,2.7,2,1.7,NA
"WR","Malcolm Mitchell (7725845)","Malcolm Mitchell",7725845,3000,"Sea@NE 08:30PM ET","NE","Malcolm","Mitchell","Sea",2.34,0,7,0.0481481481481481,0.900838808867564,0.947290854138712,4.8,0,0,5.3,2.5,3.7,NA,2.7,NA,NA,NA,NA
"TE","Julius Thomas (7725848)","Julius Thomas",7725848,2900,"Hou@Jax 01:00PM ET","Jax","Julius","Thomas","Hou",10.2,7.2,4,0.114035087719298,7.90643407913935,7.94163814753098,14.3,7.2,1,17.4,11.1,3.3,NA,NA,4.8,11,11.8,4.1
"TE","Virgil Green (7725853)","Virgil Green",7725853,2900,"Den@NO 01:00PM ET","Den","Virgil","Green","NO",8.25,7.1,6,0.0705128205128205,7.10046144939254,7.09927880236193,8.7,7.1,0,6.8,7.6,NA,NA,NA,5.1,NA,9.5,5.7
"TE","Jacob Tamme (7725866)","Jacob Tamme",7725866,2800,"Atl@Phi 01:00PM ET","Atl","Jacob","Tamme","Phi",0,0,4,0.09375,0,0,13.1,0,1,11.1,18.5,5.8,8.3,1.1,3.6,8.7,3.9,NA
"TE","Richard Rodgers (7725905)","Richard Rodgers",7725905,2800,"GB@Ten 01:00PM ET","GB","Richard","Rodgers","Ten",8.48,6.4,5,0.0845921450151057,6.8020900783793,6.82173648679618,9.2,6.4,0,3.2,4.5,8.9,NA,1.6,3.5,1.7,NA,12.4
"TE","Vernon Davis (7725891)","Vernon Davis",7725891,2700,"Min@Was 01:00PM ET","Was","Vernon","Davis","Min",4.28,2.3,6,0.0845921450151057,2.9189813919728,2.95050854897057,14.1,2.3,1,3,10.1,NA,1.8,4.5,13,13.9,14.3,NA
"TE","Vance McDonald (7725919)","Vance McDonald",7725919,2700,"SF@Ari 04:25PM ET","SF","Vance","McDonald","Ari",7.09,4.4,5,0.08,5.16150397981445,5.20002352536245,14.8,4.4,1,9.4,14.5,2.4,NA,NA,4.5,3.4,NA,17.4
"TE","Jesse James (7725928)","Jesse James",7725928,2700,"Dal@Pit 04:25PM ET","Pit","Jesse","James","Dal",5.71,9.1,4,0.114551083591331,7.22810031767981,7.13002891902423,12.3,9.1,1,8.1,11.9,3,9.5,16.3,3.3,3.8,NA,3.3
"TE","Garrett Celek (7725918)","Garrett Celek",7725918,2600,"SF@Ari 04:25PM ET","SF","Garrett","Celek","Ari",5.84,3.8,4,0.116,4.34864493324215,4.376290285865,10.3,3.8,0,2.5,2.2,5.5,12.9,1.4,NA,1.4,NA,11.6
"TE","Marcedes Lewis (7725846)","Marcedes Lewis",7725846,2500,"Hou@Jax 01:00PM ET","Jax","Marcedes","Lewis","Hou",3.74,2.3,6,0.0701754385964912,2.71109551300337,2.73190296724625,7.6,2.3,0,6.8,9.7,5,2.2,NA,NA,2.1,6.3,4.3
"TE","Ryan Griffin (7725847)","Ryan Griffin",7725847,2500,"Hou@Jax 01:00PM ET","Hou","Ryan","Griffin","Jax",5.47,3.1,3,0.131313131313131,3.81928925226286,3.85585287949446,0,3.1,0,3.7,1.5,13.2,8.4,2.8,6.1,3.3,6.4,NA
"TE","Neal Sterling (7725850)","Neal Sterling",7725850,2500,"Hou@Jax 01:00PM ET","Jax","Neal","Sterling","Hou",0,0,12,0.00584795321637427,0,0,2,0,0,NA,NA,NA,2,NA,NA,NA,NA,NA
"TE","Stephen Anderson (7725851)","Stephen Anderson",7725851,2500,"Hou@Jax 01:00PM ET","Hou","Stephen","Anderson","Jax",0,1.4,8,0.0336700336700337,0.773830713000458,0.741304200748498,5.5,1.4,0,5.5,3.5,NA,NA,NA,NA,NA,3.7,NA
"TE","Ben Koyack (7725852)","Ben Koyack",7725852,2500,"Hou@Jax 01:00PM ET","Jax","Ben","Koyack","Hou",0,0,10,0.0146198830409357,0,0,9.1,0,0,NA,NA,NA,NA,NA,NA,NA,9.1,NA
"TE","Josh Hill (7725855)","Josh Hill",7725855,2500,"Den@NO 01:00PM ET","NO","Josh","Hill","Den",2.84,3.3,9,0.0285714285714286,2.91735527162606,2.89706333157369,9.8,3.3,0,NA,NA,NA,NA,NA,10.3,1.6,1.3,8
"TE","A.J. Derby (7725856)","A.J. Derby",7725856,2500,"Den@NO 01:00PM ET","Den","A.J.","Derby","NO",0,1.4,13,0.00320512820512821,0.773830713000458,0.741304200748498,0,1.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TE","Jeff Heuerman (7725857)","Jeff Heuerman",7725857,2500,"Den@NO 01:00PM ET","Den","Jeff","Heuerman","NO",2.32,0,11,0.00961538461538462,0.893139331868696,0.939194351111885,4.3,0,0,NA,NA,3.9,2.9,NA,NA,NA,NA,NA
"TE","Kellen Davis (7725858)","Kellen Davis",7725858,2500,"LA@NYJ 01:00PM ET","NYJ","Kellen","Davis","LA",0,0,11,0.00315457413249211,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TE","Cory Harkey (7725860)","Cory Harkey",7725860,2500,"LA@NYJ 01:00PM ET","LA","Cory","Harkey","NYJ",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TE","Brandon Bostick (7725861)","Brandon Bostick",7725861,2500,"LA@NYJ 01:00PM ET","NYJ","Brandon","Bostick","LA",1.51,0,9,0.0126182965299685,0.581310513414539,0.611285978525408,1.8,0,0,NA,NA,NA,NA,1.9,NA,NA,1.4,NA
"TE","Eric Tomlinson (7725862)","Eric Tomlinson",7725862,2500,"LA@NYJ 01:00PM ET","NYJ","Eric","Tomlinson","LA",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TE","Austin Seferian-Jenkins (7725863)","Austin Seferian-Jenkins",7725863,2500,"LA@NYJ 01:00PM ET","NYJ","Austin","Seferian-Jenkins","LA",3.98,1.5,10,0.00630914826498423,2.36130025813238,2.40545860314045,8.4,1.5,0,10,3.4,NA,NA,NA,NA,NA,NA,NA
"TE","Tyler Higbee (7725864)","Tyler Higbee",7725864,2500,"LA@NYJ 01:00PM ET","LA","Tyler","Higbee","NYJ",3.31,1,6,0.0492957746478873,1.82699966688442,1.86947425147444,3,1,0,1.2,NA,NA,NA,NA,NA,1.4,NA,4.1
"TE","Temarrick Hemingway (7725865)","Temarrick Hemingway",7725865,2500,"LA@NYJ 01:00PM ET","LA","Temarrick","Hemingway","NYJ",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TE","Brent Celek (7725867)","Brent Celek",7725867,2500,"Atl@Phi 01:00PM ET","Phi","Brent","Celek","Atl",0,1.2,7,0.0374531835205993,0.663283468286107,0.63540360064157,7.2,1.2,0,2.1,NA,9.1,NA,NA,NA,1.7,NA,NA
"TE","Levine Toilolo (7725869)","Levine Toilolo",7725869,2500,"Atl@Phi 01:00PM ET","Atl","Levine","Toilolo","Phi",0,2.1,10,0.0375,1.16074606950069,1.11195630112275,10.8,2.1,1,NA,4.1,NA,NA,NA,15.9,1.5,NA,10.2
"TE","Trey Burton (7725870)","Trey Burton",7725870,2500,"Atl@Phi 01:00PM ET","Phi","Trey","Burton","Atl",4.04,3.1,6,0.0823970037453183,3.26877664684379,3.27695291307636,10.4,3.1,0,NA,15.9,3.9,NA,1.5,1.7,NA,1.6,8.5
"TE","Joshua Perkins (7725871)","Joshua Perkins",7725871,2500,"Atl@Phi 01:00PM ET","Atl","Joshua","Perkins","Phi",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TE","Ed Dickson (7725874)","Ed Dickson",7725874,2500,"KC@Car 01:00PM ET","Car","Ed","Dickson","KC",2.22,3.2,7,0.0404040404040404,2.62339786230397,2.59312143768861,8.6,3.2,0,NA,NA,3.3,3.7,NA,11.3,NA,NA,3.7
"TE","James Winchester (7725876)","James Winchester",7725876,2500,"KC@Car 01:00PM ET","KC","James","Winchester","Car",0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TE","James O'Shaughnessy (7725877)","James O'Shaughnessy",7725877,2500,"KC@Car 01:00PM ET","KC","James","O'Shaughnessy","Car",0,0,14,0.00344827586206897,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1
"TE","Chris Manhertz (7725878)","Chris Manhertz",7725878,2500,"KC@Car 01:00PM ET","Car","Chris","Manhertz","KC",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TE","Ross Travis (7725879)","Ross Travis",7725879,2500,"KC@Car 01:00PM ET","KC","Ross","Travis","Car",0,0,10,0.0137931034482759,0,0,2.7,0,0,NA,NA,3,NA,NA,NA,NA,NA,NA
"TE","Demetrius Harris (7725880)","Demetrius Harris",7725880,2500,"KC@Car 01:00PM ET","KC","Demetrius","Harris","Car",2.11,1.7,8,0.0620689655172414,1.75194640345257,1.7543361702391,6,1.7,0,4,NA,9.4,2.2,NA,2.1,2,4.3,NA
"TE","Brandon Myers (7725882)","Brandon Myers",7725882,2500,"Chi@TB 01:00PM ET","TB","Brandon","Myers","Chi",2.09,0,9,0.0188679245283019,0.804595346381713,0.846084566303379,6,0,0,7.4,NA,1.7,NA,2.2,NA,NA,NA,2
"TE","Logan Paulsen (7725883)","Logan Paulsen",7725883,2500,"Chi@TB 01:00PM ET","Chi","Logan","Paulsen","TB",1.62,0,8,0.0236486486486486,0.623657636908313,0.655816745172954,2.6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TE","Andrew DePaola (7725884)","Andrew DePaola",7725884,2500,"Chi@TB 01:00PM ET","TB","Andrew","DePaola","Chi",0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TE","Luke Stocker (7725885)","Luke Stocker",7725885,2500,"Chi@TB 01:00PM ET","TB","Luke","Stocker","Chi",0,0,15,0.00628930817610063,0,0,2.8,0,0,NA,NA,NA,NA,NA,NA,NA,2.8,NA
"TE","Patrick Scales (7725886)","Patrick Scales",7725886,2500,"Chi@TB 01:00PM ET","Chi","Patrick","Scales","TB",0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TE","Daniel Brown (7725888)","Daniel Brown",7725888,2500,"Chi@TB 01:00PM ET","Chi","Daniel","Brown","TB",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TE","Alan Cross (7725889)","Alan Cross",7725889,2500,"Chi@TB 01:00PM ET","TB","Alan","Cross","Chi",0,0,12,0.00943396226415094,0,0,1.4,0,0,NA,NA,NA,NA,1.5,NA,NA,NA,NA
"TE","Ben Braunecker (7725890)","Ben Braunecker",7725890,2500,"Chi@TB 01:00PM ET","Chi","Ben","Braunecker","TB",0,0,12,0.00337837837837838,0,0,1.8,0,0,NA,NA,NA,NA,NA,NA,NA,1.8,NA
"TE","Rhett Ellison (7725892)","Rhett Ellison",7725892,2500,"Min@Was 01:00PM ET","Min","Rhett","Ellison","Was",2.04,1.6,11,0.0105633802816901,1.66972461159935,1.67304810959174,7.1,1.6,0,NA,NA,2.8,1.2,NA,NA,NA,NA,7.5
"TE","Niles Paul (7725893)","Niles Paul",7725893,2500,"Min@Was 01:00PM ET","Was","Niles","Paul","Min",0,0,10,0.00906344410876133,0,0,2.7,0,0,NA,2.6,NA,NA,NA,NA,2.1,NA,NA
"TE","Kevin McDermott (7725894)","Kevin McDermott",7725894,2500,"Min@Was 01:00PM ET","Min","Kevin","McDermott","Was",0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TE","MyCole Pruitt (7725897)","MyCole Pruitt",7725897,2500,"Min@Was 01:00PM ET","Min","MyCole","Pruitt","Was",0,0,12,0.00352112676056338,0,0,1.7,0,0,NA,NA,NA,1.7,NA,NA,NA,NA,NA
"TE","David Morgan (7725898)","David Morgan",7725898,2500,"Min@Was 01:00PM ET","Min","David","Morgan","Was",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TE","Anthony Fasano (7725899)","Anthony Fasano",7725899,2500,"GB@Ten 01:00PM ET","Ten","Anthony","Fasano","GB",1.82,0,7,0.0364238410596026,0.700652406896994,0.73678177544122,5.6,0,0,NA,1.1,NA,NA,2,8.5,2,NA,1.9
"TE","Jared Cook (7725901)","Jared Cook",7725901,2500,"GB@Ten 01:00PM ET","GB","Jared","Cook","Ten",0,0,7,0.0362537764350453,0,0,6.7,0,0,1.7,7.1,2.5,NA,NA,NA,NA,NA,NA
"TE","Beau Brinkley (7725902)","Beau Brinkley",7725902,2500,"GB@Ten 01:00PM ET","Ten","Beau","Brinkley","GB",0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TE","Justin Perillo (7725903)","Justin Perillo",7725903,2500,"GB@Ten 01:00PM ET","GB","Justin","Perillo","Ten",0,2.7,13,0.0120845921450151,1.49238780364374,1.42965810144353,3.7,2.7,0,NA,NA,2.3,NA,NA,1.4,NA,NA,3.8
"TE","Jace Amaro (7725904)","Jace Amaro",7725904,2500,"GB@Ten 01:00PM ET","Ten","Jace","Amaro","GB",0,0,11,0.0132450331125828,0,0,8.9,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TE","Phillip Supernaw (7725906)","Phillip Supernaw",7725906,2500,"GB@Ten 01:00PM ET","Ten","Phillip","Supernaw","GB",0,0,10,0.0198675496688742,0,0,4.6,0,0,NA,1.7,NA,NA,NA,4.5,NA,4,NA
"TE","Sean McGrath (7725908)","Sean McGrath",7725908,2500,"Mia@SD 04:05PM ET","SD","Sean","McGrath","Mia",0,0,13,0.00303030303030303,0,0,2.1,0,0,NA,NA,2.3,NA,NA,NA,NA,NA,NA
"TE","MarQueis Gray (7725909)","MarQueis Gray",7725909,2500,"Mia@SD 04:05PM ET","Mia","MarQueis","Gray","SD",2.36,1.5,10,0.037344398340249,1.73764262122407,1.7496418579675,10.4,1.5,1,NA,NA,NA,NA,NA,11.1,NA,NA,3
"TE","Dion Sims (7725910)","Dion Sims",7725910,2500,"Mia@SD 04:05PM ET","Mia","Dion","Sims","SD",5.34,4.1,6,0.0497925311203319,4.32197887534197,4.33272861035473,6.4,4.1,0,NA,3.1,8.6,1.9,1.6,2.2,NA,NA,NA
"TE","Asante Cleveland (7725911)","Asante Cleveland",7725911,2500,"Mia@SD 04:05PM ET","SD","Asante","Cleveland","Mia",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TE","Dominique Jones (7725912)","Dominique Jones",7725912,2500,"Mia@SD 04:05PM ET","Mia","Dominique","Jones","SD",6.73,3,8,0.04149377593361,4.24908268083437,4.31298227013107,12.2,3,0,NA,NA,NA,NA,NA,1.8,NA,NA,13.2
"TE","Thomas Duarte (7725914)","Thomas Duarte",7725914,2500,"Mia@SD 04:05PM ET","Mia","Thomas","Duarte","SD",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TE","Darren Fells (7725915)","Darren Fells",7725915,2500,"SF@Ari 04:25PM ET","Ari","Darren","Fells","SF",3.71,2.1,8,0.0419161676646707,2.58899905279071,2.61385761259908,6.1,2.1,0,NA,7.1,3.5,2.7,NA,1.8,NA,NA,NA
"TE","Kyle Nelson (7725916)","Kyle Nelson",7725916,2500,"SF@Ari 04:25PM ET","SF","Kyle","Nelson","Ari",0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TE","Jermaine Gresham (7725917)","Jermaine Gresham",7725917,2500,"SF@Ari 04:25PM ET","Ari","Jermaine","Gresham","SF",3.02,3.7,7,0.0568862275449102,3.20774505404457,3.18173305902899,5.8,3.7,0,8.1,NA,NA,NA,1.4,2.4,3.5,6.2,NA
"TE","Blake Bell (7725920)","Blake Bell",7725920,2500,"SF@Ari 04:25PM ET","SF","Blake","Bell","Ari",0,1.1,11,0.02,0.608009845928931,0.582453300588106,1.9,1.1,0,NA,1.6,NA,NA,1.4,NA,NA,NA,NA
"TE","Je'Ron Hamm (7725921)","Je'Ron Hamm",7725921,2500,"SF@Ari 04:25PM ET","SF","Je'Ron","Hamm","Ari",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TE","Hakeem Valles (7725922)","Hakeem Valles",7725922,2500,"SF@Ari 04:25PM ET","Ari","Hakeem","Valles","SF",0,0,13,0.0029940119760479,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TE","David Johnson (7725924)","David Johnson",7725924,2500,"Dal@Pit 04:25PM ET","Pit","David","Johnson","Dal",0,1.2,2,0.164670658682635,0.663283468286107,0.63540360064157,33.8,1.2,0,NA,1.5,NA,3.6,NA,NA,1.5,NA,2.5
"TE","Ladarius Green (7725925)","Ladarius Green",7725925,2500,"Dal@Pit 04:25PM ET","Pit","Ladarius","Green","Dal",6.31,0,13,0,2.42918499314287,2.55444670496379,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TE","Gavin Escobar (7725926)","Gavin Escobar",7725926,2500,"Dal@Pit 04:25PM ET","Dal","Gavin","Escobar","Pit",0,0,11,0.00389105058365759,0,0,7.2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,7.2
"TE","Xavier Grimble (7725927)","Xavier Grimble",7725927,2500,"Dal@Pit 04:25PM ET","Pit","Xavier","Grimble","Dal",2.03,1.4,7,0.0526315789473684,1.55532762838557,1.5630992579714,7.3,1.4,0,NA,10.6,NA,2.9,3.3,2.1,3.4,NA,2
"TE","Geoff Swaim (7725929)","Geoff Swaim",7725929,2500,"Dal@Pit 04:25PM ET","Dal","Geoff","Swaim","Pit",2.56,0,7,0.0350194552529183,0.985533055855113,1.0363523874338,4.1,0,0,3.1,4.9,NA,NA,NA,NA,NA,1.8,3.1
"TE","Luke Willson (7725933)","Luke Willson",7725933,2500,"Sea@NE 08:30PM ET","Sea","Luke","Willson","NE",0,2,6,0.0448979591836735,1.10547244714351,1.05900600106928,3.9,2,0,4.6,1.6,2.9,NA,NA,1.9,NA,NA,NA
"TE","Matt Lengel (7725934)","Matt Lengel",7725934,2500,"Sea@NE 08:30PM ET","NE","Matt","Lengel","Sea",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TE","Brandon Williams (7725935)","Brandon Williams",7725935,2500,"Sea@NE 08:30PM ET","Sea","Brandon","Williams","NE",2.66,0,11,0.00816326530612245,1.02403044084945,1.07683490256794,2.6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2.6
"TE","Nick Vannett (7725936)","Nick Vannett",7725936,2500,"Sea@NE 08:30PM ET","Sea","Nick","Vannett","NE",0,0,11,0.00816326530612245,0,0,2.1,0,0,NA,NA,NA,NA,NA,NA,NA,1.7,NA
