"Position","Name...ID","Name","ID","Salary","GameInfo","Team","FirstName","LastName","Opponent","Projection","Projection_dfn","Actual","Projection_reg","Projection_reg_split","RankTargets","RollingTargetPctg","FreqInd","ValueWR","Ownership.Pctg.Pred"
"WR","Jordan Norwood (7852289)","Jordan Norwood",7852289,3000,"Den@Jax 01:00PM ET","Den","Jordan","Norwood","Jax",3.76,2.001,0,2.69893281171936,2.79144170073174,3,0.0809399477806789,0,0,-0.0812810565786433
"WR","Bryan Walters (7852291)","Bryan Walters",7852291,3000,"Den@Jax 01:00PM ET","Jax","Bryan","Walters","Den",0,7.901,6.1,4.17797205790501,4.2525109231864,12,0.00883002207505519,0,0,-0.332451326077416
"WR","Arrelious Benn (7852293)","Arrelious Benn",7852293,3000,"Den@Jax 01:00PM ET","Jax","Arrelious","Benn","Den",0,3.601,0,1.90388600107064,1.93785307892039,9,0.0198675496688742,0,0,-0.231563826128416
"WR","Bennie Fowler (7852294)","Bennie Fowler",7852294,3000,"Den@Jax 01:00PM ET","Den","Bennie","Fowler","Jax",0,0,0,0,0,7,0.0469973890339426,0,0,NA
"WR","Marlon Brown (7852295)","Marlon Brown",7852295,3000,"Den@Jax 01:00PM ET","Den","Marlon","Brown","Jax",0,0,0,0,0,0,0,0,0,NA
"WR","Jordan Taylor (7852297)","Jordan Taylor",7852297,3000,"Den@Jax 01:00PM ET","Den","Jordan","Taylor","Jax",0,3.2,0,1.69234311206279,1.72253607015145,8,0.0391644908616188,0,0,0.305652879715526
"WR","Rashad Greene Sr. (7852299)","Rashad Greene",7852299,3000,"Den@Jax 01:00PM ET","Jax","Rashad","Greene","Den",0,0,0,0,0,10,0.0154525386313466,0,0,NA
"WR","Cody Latimer (7852300)","Cody Latimer",7852300,3000,"Den@Jax 01:00PM ET","Den","Cody","Latimer","Jax",0,0,2,0,0,11,0.0130548302872063,0,0,NA
"RB","Jonathan Grimes (7852177)","Jonathan Grimes",7852177,3000,"Hou@GB 01:00PM ET","Hou","Jonathan","Grimes","GB",0,0,6.8,0,0,9,0.0174129353233831,0,0,NA
"RB","Jay Prosch (7852181)","Jay Prosch",7852181,3000,"Hou@GB 01:00PM ET","Hou","Jay","Prosch","GB",0,0,0,0,0,0,0,0,0,NA
"RB","Tyler Ervin (7852182)","Tyler Ervin",7852182,3000,"Hou@GB 01:00PM ET","Hou","Tyler","Ervin","GB",0,0,0,0,0,10,0.0124378109452736,0,0,NA
"RB","Aaron Ripkowski (7852183)","Aaron Ripkowski",7852183,3000,"Hou@GB 01:00PM ET","GB","Aaron","Ripkowski","Hou",0,1.8,8.8,0.951943000535319,0.968926539460193,0,0,0,0,NA
"RB","Joe Kerridge (7852184)","Joe Kerridge",7852184,3000,"Hou@GB 01:00PM ET","GB","Joe","Kerridge","Hou",0,0,0,0,0,0,0,0,0,NA
"WR","Keith Mumphery (7852304)","Keith Mumphery",7852304,3000,"Hou@GB 01:00PM ET","Hou","Keith","Mumphery","GB",0,0,0,0,0,12,0.00497512437810945,0,0,NA
"WR","Braxton Miller (7852306)","Braxton Miller",7852306,3000,"Hou@GB 01:00PM ET","Hou","Braxton","Miller","GB",4.46,5.2,0,4.69682189630239,4.83323299955899,6,0.0646766169154229,0,0,0.554826831902829
"WR","Trevor Davis (7852309)","Trevor Davis",7852309,3000,"Hou@GB 01:00PM ET","GB","Trevor","Davis","Hou",0,0,0,0,0,9,0.0170212765957447,0,0,NA
"WR","Jaelen Strong (7852310)","Jaelen Strong",7852310,3000,"Hou@GB 01:00PM ET","Hou","Jaelen","Strong","GB",0,0,0,0,0,7,0.0597014925373134,0,0,NA
"WR","Jeff Janis (7852312)","Jeff Janis",7852312,3000,"Hou@GB 01:00PM ET","GB","Jeff","Janis","Hou",3.57,1.2,1.9,2.19291312687674,2.27415269255331,8,0.0382978723404255,0,0,NA
"WR","Geronimo Allison (7852313)","Geronimo Allison",7852313,3000,"Hou@GB 01:00PM ET","GB","Geronimo","Allison","Hou",0,0,0,0,0,9,0.0170212765957447,0,0,NA
"RB","Cedric Peerman (7852187)","Cedric Peerman",7852187,3000,"Phi@Cin 01:00PM ET","Cin","Cedric","Peerman","Phi",0,0,0,0,0,0,0,0,0,NA
"WR","James Wright (7852316)","James Wright",7852316,3000,"Phi@Cin 01:00PM ET","Cin","James","Wright","Phi",6.42,7.4,4,6.71583650890221,6.91139118808031,8,0.0406698564593301,0,0,0.743216395332508
"WR","Paul Turner (7852318)","Paul Turner",7852318,3000,"Phi@Cin 01:00PM ET","Phi","Paul","Turner","Cin",3.46,4.5,14,3.89012759408117,4.00034933610509,0,0,0,0,NA
"WR","Alex Erickson (7852319)","Alex Erickson",7852319,3000,"Phi@Cin 01:00PM ET","Cin","Alex","Erickson","Phi",2.33,1.2,2.6,1.65166026126947,1.70861485889906,11,0.00956937799043062,0,0,NA
"WR","Dorial Green-Beckham (7852320)","Dorial Green-Beckham",7852320,3000,"Phi@Cin 01:00PM ET","Phi","Dorial","Green-Beckham","Cin",11.2,13.9,6.9,12.2398509533465,12.590349713533,4,0.142118863049096,0,0,7.47797352582126
"WR","Bryce Treggs (7852321)","Bryce Treggs",7852321,3000,"Phi@Cin 01:00PM ET","Phi","Bryce","Treggs","Cin",6.77,4.401,0,5.28203782760346,5.45614123665122,10,0.020671834625323,0,0,-0.11412842136572
"WR","Nelson Agholor (7852322)","Nelson Agholor",7852322,3000,"Phi@Cin 01:00PM ET","Phi","Nelson","Agholor","Cin",7.51,8.202,6.7,7.61470101555656,7.83915120455619,5,0.136950904392765,0,0,-1.0833397394394
"WR","Cody Core (7852323)","Cody Core",7852323,3000,"Phi@Cin 01:00PM ET","Cin","Cody","Core","Phi",0,0,7.8,0,0,13,0.00239234449760766,0,0,NA
"RB","Kyle Juszczyk (7852193)","Kyle Juszczyk",7852193,3000,"Mia@Bal 01:00PM ET","Bal","Kyle","Juszczyk","Mia",0,3.802,1.6,2.00965744557456,2.04551158330485,0,0,0,0,-0.245827667562119
"RB","Javorius Allen (7852196)","Javorius Allen",7852196,3000,"Mia@Bal 01:00PM ET","Bal","Javorius","Allen","Mia",0,1,0,0.528857222519622,0.538292521922329,12,0.0133333333333333,0,0,NA
"RB","Kenyan Drake (7852199)","Kenyan Drake",7852199,3000,"Mia@Bal 01:00PM ET","Mia","Kenyan","Drake","Bal",0,1.4,1.5,0.74040011152747,0.753609530691261,11,0.0240963855421687,0,0,NA
"RB","Lorenzo Taliaferro (7852200)","Lorenzo Taliaferro",7852200,3000,"Mia@Bal 01:00PM ET","Bal","Lorenzo","Taliaferro","Mia",0,0,0,0,0,13,0.00666666666666667,0,0,NA
"WR","Devin Hester (7852326)","Devin Hester",7852326,3000,"Mia@Bal 01:00PM ET","Bal","Devin","Hester","Mia",0,0,0,0,0,0,0,0,0,NA
"WR","Kamar Aiken (7852328)","Kamar Aiken",7852328,3000,"Mia@Bal 01:00PM ET","Bal","Kamar","Aiken","Mia",3.79,5,7.1,4.29859930667195,4.42000163344198,5,0.0888888888888889,0,0,-0.0626806798624699
"WR","Jakeem Grant (7852332)","Jakeem Grant",7852332,3000,"Mia@Bal 01:00PM ET","Mia","Jakeem","Grant","Bal",0,0,0,0,0,13,0.00301204819277108,0,0,NA
"WR","Chris Moore (7852333)","Chris Moore",7852333,3000,"Mia@Bal 01:00PM ET","Bal","Chris","Moore","Mia",0,0,0.7,0,0,9,0.0311111111111111,0,0,NA
"RB","Ka'Deem Carey (7852205)","Ka'Deem Carey",7852205,3000,"SF@Chi 01:00PM ET","Chi","Ka'Deem","Carey","SF",0,3.1,0.8,1.63945738981083,1.66870681795922,12,0.0145631067961165,0,0,0.50682350756947
"RB","Paul Lasike (7852206)","Paul Lasike",7852206,3000,"SF@Chi 01:00PM ET","Chi","Paul","Lasike","SF",0,0,0,0,0,0,0,0,0,NA
"RB","Mike Davis (7852207)","Mike Davis",7852207,3000,"SF@Chi 01:00PM ET","SF","Mike","Davis","Chi",0,0,0,0,0,13,0.0139664804469274,0,0,NA
"WR","Rod Streater (7852341)","Rod Streater",7852341,3000,"SF@Chi 01:00PM ET","SF","Rod","Streater","Chi",5.74,3,0,4.09204864222479,4.23277044090844,8,0.0418994413407821,0,0,0.213970362244739
"WR","Joshua Bellamy (7852342)","Joshua Bellamy",7852342,3000,"SF@Chi 01:00PM ET","Chi","Joshua","Bellamy","SF",0,0,0,0,0,0,0,0,0,NA
"WR","Chris Harper (7852346)","Chris Harper",7852346,3000,"SF@Chi 01:00PM ET","SF","Chris","Harper","Chi",0,0,1.6,0,0,10,0.0223463687150838,0,0,0.243832601422459
"WR","Aaron Burbridge (7852347)","Aaron Burbridge",7852347,3000,"SF@Chi 01:00PM ET","SF","Aaron","Burbridge","Chi",0,1.7,0,0.899057278283357,0.91509728726796,10,0.0223463687150838,0,0,NA
"RB","Reggie Bush (7852209)","Reggie Bush",7852209,3000,"Buf@Oak 04:05PM ET","Buf","Reggie","Bush","Oak",0,0,0.3,0,0,8,0.0373831775700935,0,0,NA
"RB","Jerome Felton (7852210)","Jerome Felton",7852210,3000,"Buf@Oak 04:05PM ET","Buf","Jerome","Felton","Oak",0,0,0,0,0,12,0.0186915887850467,0,0,NA
"RB","Taiwan Jones (7852211)","Taiwan Jones",7852211,3000,"Buf@Oak 04:05PM ET","Oak","Taiwan","Jones","Buf",0,2.4,2.1,1.26925733404709,1.29190205261359,12,0.00675675675675676,0,0,NA
"RB","Jamize Olawale (7852215)","Jamize Olawale",7852215,3000,"Buf@Oak 04:05PM ET","Oak","Jamize","Olawale","Buf",0,2.3,0,1.21637161179513,1.23807280042136,0,0,0,0,0.345853318882816
"RB","Jonathan Williams (7852218)","Jonathan Williams",7852218,3000,"Buf@Oak 04:05PM ET","Buf","Jonathan","Williams","Oak",0,0,0,0,0,15,0.00623052959501558,0,0,NA
"WR","Brandon Tate (7852348)","Brandon Tate",7852348,3000,"Buf@Oak 04:05PM ET","Buf","Brandon","Tate","Oak",3.54,0,2.3,1.54518963245947,1.61451929930327,10,0.0280373831775701,0,0,0.222636430433355
"WR","Justin Hunter (7852352)","Justin Hunter",7852352,3000,"Buf@Oak 04:05PM ET","Buf","Justin","Hunter","Oak",7.18,6,3.2,6.30717202468243,6.50440161995134,6,0.0498442367601246,0,0,2.08400826381642
"WR","Walt Powell (7852353)","Walt Powell",7852353,3000,"Buf@Oak 04:05PM ET","Buf","Walt","Powell","Oak",0,0,0,0,0,5,0.0841121495327103,0,0,NA
"WR","Andre Holmes (7852355)","Andre Holmes",7852355,3000,"Buf@Oak 04:05PM ET","Oak","Andre","Holmes","Buf",4.64,4.3,0,4.29941936039707,4.43086393148838,8,0.036036036036036,0,0,-0.403834549292626
"WR","Seth Roberts (7852358)","Seth Roberts",7852358,3000,"Buf@Oak 04:05PM ET","Oak","Seth","Roberts","Buf",8.63,6.701,5.8,7.3102887378095,7.54252078755396,3,0.130630630630631,0,0,0.95129911327139
"WR","Johnny Holton (7852359)","Johnny Holton",7852359,3000,"Buf@Oak 04:05PM ET","Oak","Johnny","Holton","Buf",0,0,0,0,0,12,0.00675675675675676,0,0,NA
"RB","Bobby Rainey (7852222)","Bobby Rainey",7852222,3000,"NYG@Pit 04:25PM ET","NYG","Bobby","Rainey","Pit",0,1,0,0.528857222519622,0.538292521922329,6,0.0518867924528302,0,0,NA
"RB","Orleans Darkwa (7852225)","Orleans Darkwa",7852225,3000,"NYG@Pit 04:25PM ET","NYG","Orleans","Darkwa","Pit",0,0,0,0,0,12,0.00943396226415094,0,0,NA
"RB","Roosevelt Nix (7852226)","Roosevelt Nix",7852226,3000,"NYG@Pit 04:25PM ET","Pit","Roosevelt","Nix","NYG",0,0,0,0,0,0,0,0,0,NA
"RB","Daryl Richardson (7852227)","Daryl Richardson",7852227,3000,"NYG@Pit 04:25PM ET","Pit","Daryl","Richardson","NYG",0,0,0,0,0,0,0,0,0,NA
"WR","Darrius Heyward-Bey (7852361)","Darrius Heyward-Bey",7852361,3000,"NYG@Pit 04:25PM ET","Pit","Darrius","Heyward-Bey","NYG",0,0,0,0,0,9,0.0367816091954023,0,0,NA
"WR","Dwayne Harris (7852362)","Dwayne Harris",7852362,3000,"NYG@Pit 04:25PM ET","NYG","Dwayne","Harris","Pit",2.83,0,0,1.23527871747466,1.2907032816464,14,0.00471698113207547,0,0,NA
"WR","Tavarres King (7852364)","Tavarres King",7852364,3000,"NYG@Pit 04:25PM ET","NYG","Tavarres","King","Pit",0,0,0,0,0,13,0.00707547169811321,0,0,NA
"WR","Cobi Hamilton (7852365)","Cobi Hamilton",7852365,3000,"NYG@Pit 04:25PM ET","Pit","Cobi","Hamilton","NYG",3.76,5.102,3.1,4.33839020153019,4.46014851869097,7,0.0436781609195402,0,0,-0.424903873773518
"WR","Roger Lewis (7852370)","Roger Lewis",7852370,3000,"NYG@Pit 04:25PM ET","NYG","Roger","Lewis","Pit",4.54,1.2,1.8,2.6163125459405,2.71654922371833,9,0.0377358490566038,0,0,-0.49957046668546
"TE","Will Tye (7852471)","Will Tye",7852471,3000,"NYG@Pit 04:25PM ET","NYG","Will","Tye","Pit",7.53,8.1,4.2,7.57054517823375,7.79444353032612,4,0.108490566037736,1,0,1.5163713591639
"RB","Stepfan Taylor (7852230)","Stepfan Taylor",7852230,3000,"Was@Ari 04:25PM ET","Ari","Stepfan","Taylor","Was",0,0,0,0,0,0,0,0,0,NA
"RB","Kerwynn Williams (7852231)","Kerwynn Williams",7852231,3000,"Was@Ari 04:25PM ET","Ari","Kerwynn","Williams","Was",0,0,0,0,0,0,0,0,0,NA
"RB","Mack Brown (7852234)","Mack Brown",7852234,3000,"Was@Ari 04:25PM ET","Was","Mack","Brown","Ari",0,0,0,0,0,0,0,0,0,NA
"WR","Ryan Grant (7852376)","Ryan Grant",7852376,3000,"Was@Ari 04:25PM ET","Was","Ryan","Grant","Ari",0,2.304,4,1.21637161179513,1.23807280042136,7,0.0331858407079646,0,0,-0.537547952058132
"WR","Rashad Ross (7852378)","Rashad Ross",7852378,3000,"Was@Ari 04:25PM ET","Was","Rashad","Ross","Ari",0,0,0,0,0,13,0.00442477876106195,0,0,NA
"WR","Maurice Harris (7852380)","Maurice Harris",7852380,3000,"Was@Ari 04:25PM ET","Was","Maurice","Harris","Ari",0,0,0.8,0,0,9,0.0176991150442478,0,0,NA
"WR","Brittan Golden (7852381)","Brittan Golden",7852381,3000,"Was@Ari 04:25PM ET","Ari","Brittan","Golden","Was",0,0,0,0,0,10,0.0127931769722814,0,0,NA
"WR","Marquis Bundy (7852382)","Marquis Bundy",7852382,3000,"Was@Ari 04:25PM ET","Ari","Marquis","Bundy","Was",0,0,0,0,0,0,0,0,0,NA
"RB","Mike James (7852239)","Mike James",7852239,3000,"TB@SD 04:25PM ET","TB","Mike","James","SD",0,0,0,0,0,12,0.0117924528301887,0,0,NA
"RB","Ronnie Hillman (7852241)","Ronnie Hillman",7852241,3000,"TB@SD 04:25PM ET","SD","Ronnie","Hillman","TB",0,0,0,0,0,0,0,0,0,NA
"RB","Derek Watt (7852243)","Derek Watt",7852243,3000,"TB@SD 04:25PM ET","SD","Derek","Watt","TB",0,0,0.2,0,0,0,0,0,0,NA
"WR","Cecil Shorts III (7852386)","Cecil Shorts III",7852386,3000,"TB@SD 04:25PM ET","TB","Cecil","Shorts III","SD",0,0,0,0,0,0,0,0,0,NA
"WR","Geremy Davis (7852387)","Geremy Davis",7852387,3000,"TB@SD 04:25PM ET","SD","Geremy","Davis","TB",0,0,0,0,0,0,0,0,0,NA
"WR","Isaiah Burse (7852388)","Isaiah Burse",7852388,3000,"TB@SD 04:25PM ET","SD","Isaiah","Burse","TB",0,0,0,0,0,15,0.00246913580246914,0,0,NA
"WR","Freddie Martino (7852389)","Freddie Martino",7852389,3000,"TB@SD 04:25PM ET","TB","Freddie","Martino","SD",0,0,9.6,0,0,15,0.00943396226415094,0,0,NA
"WR","Jeremy Butler (7852392)","Jeremy Butler",7852392,3000,"TB@SD 04:25PM ET","SD","Jeremy","Butler","TB",0,1.4,0,0.74040011152747,0.753609530691261,13,0.00493827160493827,0,0,NA
"RB","Mike Tolbert (7852246)","Mike Tolbert",7852246,3000,"Car@Sea 08:30PM ET","Car","Mike","Tolbert","Sea",0,1.4,2.1,0.74040011152747,0.753609530691261,0,0,0,0,NA
"RB","Fozzy Whittaker (7852248)","Fozzy Whittaker",7852248,3000,"Car@Sea 08:30PM ET","Car","Fozzy","Whittaker","Sea",4.2,3.8,0.3,3.84293328069597,3.96104295535957,6,0.075,0,0,-0.0272522870946151
"RB","Will Tukuafu (7852249)","Will Tukuafu",7852249,3000,"Car@Sea 08:30PM ET","Sea","Will","Tukuafu","Car",0,0,0,0,0,0,0,0,0,NA
"RB","George Farmer (7852250)","George Farmer",7852250,3000,"Car@Sea 08:30PM ET","Sea","George","Farmer","Car",0,2,0.1,1.05771444503924,1.07658504384466,11,0.00571428571428571,0,0,NA
"RB","Troymaine Pope (7852253)","Troymaine Pope",7852253,3000,"Car@Sea 08:30PM ET","Sea","Troymaine","Pope","Car",0,0,4.3,0,0,0,0,0,0,NA
"RB","Alex Collins (7852255)","Alex Collins",7852255,3000,"Car@Sea 08:30PM ET","Sea","Alex","Collins","Car",3.15,3,0,2.96152854389992,3.05152609480803,9,0.00857142857142857,0,0,NA
"WR","Jermaine Kearse (7852396)","Jermaine Kearse",7852396,3000,"Car@Sea 08:30PM ET","Sea","Jermaine","Kearse","Car",8.43,10.001,11.8,8.96821872283276,9.22767033027599,3,0.168571428571429,0,0,0.431830785733563
"WR","Brenton Bersin (7852397)","Brenton Bersin",7852397,3000,"Car@Sea 08:30PM ET","Car","Brenton","Bersin","Sea",0,0,1.7,0,0,10,0.0025,0,0,NA
"WR","Paul Richardson (7852398)","Paul Richardson",7852398,3000,"Car@Sea 08:30PM ET","Sea","Paul","Richardson","Car",4.65,0,0,2.02969824602728,2.12076687620344,5,0.0685714285714286,0,0,NA
"WR","Corey Brown (7852399)","Corey Brown",7852399,3000,"Car@Sea 08:30PM ET","Car","Corey","Brown","Sea",0,4,-0.3,2.11542889007849,2.15317008768932,5,0.0975,0,0,-0.84375119138896
"WR","Tanner McEvoy (7852400)","Tanner McEvoy",7852400,3000,"Car@Sea 08:30PM ET","Sea","Tanner","McEvoy","Car",0,0,2.4,0,0,9,0.00857142857142857,0,0,NA
"TE","Lance Kendricks (7852420)","Lance Kendricks",7852420,2900,"LA@NE 01:00PM ET","LA","Lance","Kendricks","NE",9.53,9.1,3.3,8.97239089366833,9.24489384846499,3,0.183510638297872,1,0,2.05914935857021
"TE","Jared Cook (7852433)","Jared Cook",7852433,2900,"Hou@GB 01:00PM ET","GB","Jared","Cook","Hou",9.12,7.302,4.9,7.84148525208544,8.0889749607804,6,0.0553191489361702,0,0,-0.393140445104975
"TE","Vance McDonald (7852459)","Vance McDonald",7852459,2900,"SF@Chi 01:00PM ET","SF","Vance","McDonald","Chi",10.33,6.7,2.9,8.05232895678722,8.31785491433801,4,0.111731843575419,1,0,8.53427877812989
"TE","Hunter Henry (7852489)","Hunter Henry",7852489,2900,"TB@SD 04:25PM ET","SD","Hunter","Henry","TB",6.13,6.5,2.4,6.11328167716188,6.29466503789882,6,0.0962962962962963,1,0,2.56667828279412
"TE","Julius Thomas (7852428)","Julius Thomas",7852428,2800,"Den@Jax 01:00PM ET","Jax","Julius","Thomas","Den",0,0,0,0,0,4,0.119205298013245,1,0,NA
"TE","Ladarius Green (7852470)","Ladarius Green",7852470,2800,"NYG@Pit 04:25PM ET","Pit","Ladarius","Green","NYG",9.15,8.401,26,8.43632302425075,8.69477910183821,11,0.0206896551724138,0,0,5.10252517443166
"TE","Garrett Celek (7852458)","Garrett Celek",7852458,2700,"SF@Chi 01:00PM ET","SF","Garrett","Celek","Chi",4.49,4.5,0,4.33971666793238,4.4701106011566,5,0.0977653631284916,0,0,0.355809675256923
"TE","Austin Hooper (7852411)","Austin Hooper",7852411,2600,"KC@Atl 01:00PM ET","Atl","Austin","Hooper","KC",5.32,7.7,0,6.39435000455487,6.57119215673792,7,0.0597402597402597,1,0,-0.143360688862717
"TE","Virgil Green (7852426)","Virgil Green",7852426,2600,"Den@Jax 01:00PM ET","Den","Virgil","Green","Jax",6.98,3.301,0,4.79195867458795,4.95979603113939,4,0.0731070496083551,1,0,-0.368943166863423
"TE","Richard Rodgers (7852437)","Richard Rodgers",7852437,2600,"Hou@GB 01:00PM ET","GB","Richard","Rodgers","Hou",3.7,3.901,3.6,3.6775718797192,3.78683275849767,4,0.0829787234042553,1,0,-0.285892671564186
"TE","Charles Clay (7852464)","Charles Clay",7852464,2600,"Buf@Oak 04:05PM ET","Buf","Charles","Clay","Oak",0,8.3,0,4.38951494691286,4.46782793195533,2,0.193146417445483,1,0,NA
"TE","Jesse James (7852473)","Jesse James",7852473,2600,"NYG@Pit 04:25PM ET","Pit","Jesse","James","NYG",3.87,2.4,6.2,2.95849006783753,3.05692738829259,3,0.105747126436782,1,0,0.164511670096569
"TE","James Winchester (7852405)","James Winchester",7852405,2500,"KC@Atl 01:00PM ET","KC","James","Winchester","Atl",0,0,0,0,0,0,0,0,0,NA
"TE","Levine Toilolo (7852406)","Levine Toilolo",7852406,2500,"KC@Atl 01:00PM ET","Atl","Levine","Toilolo","KC",3.48,2,5.2,2.57671442271127,2.66373960926143,10,0.0337662337662338,0,0,0.3368930248465
"TE","James O'Shaughnessy (7852407)","James O'Shaughnessy",7852407,2500,"KC@Atl 01:00PM ET","KC","James","O'Shaughnessy","Atl",0,0,0,0,0,13,0.00738916256157635,0,0,NA
"TE","Ross Travis (7852408)","Ross Travis",7852408,2500,"KC@Atl 01:00PM ET","KC","Ross","Travis","Atl",0,0,0,0,0,9,0.0147783251231527,0,0,NA
"TE","Demetrius Harris (7852409)","Demetrius Harris",7852409,2500,"KC@Atl 01:00PM ET","KC","Demetrius","Harris","Atl",2.34,1.401,1.6,1.76179664823797,1.82083415226461,8,0.0492610837438424,0,0,-0.111937602789556
"TE","Joshua Perkins (7852410)","Joshua Perkins",7852410,2500,"KC@Atl 01:00PM ET","Atl","Joshua","Perkins","KC",0,0,0,0,0,0,0,0,0,NA
"TE","Brandon Pettigrew (7852412)","Brandon Pettigrew",7852412,2500,"Det@NO 01:00PM ET","Det","Brandon","Pettigrew","NO",0,0,0,0,0,0,0,0,0,NA
"TE","Clay Harbor (7852413)","Clay Harbor",7852413,2500,"Det@NO 01:00PM ET","Det","Clay","Harbor","NO",0,2.4,0,1.26925733404709,1.29190205261359,10,0.00746268656716418,0,0,NA
"TE","John Phillips (7852414)","John Phillips",7852414,2500,"Det@NO 01:00PM ET","NO","John","Phillips","Det",0,0,0,0,0,13,0.00217391304347826,0,0,NA
"TE","Matthew Mulligan (7852415)","Matthew Mulligan",7852415,2500,"Det@NO 01:00PM ET","Det","Matthew","Mulligan","NO",0,0,0,0,0,0,0,0,0,NA
"TE","Josh Hill (7852417)","Josh Hill",7852417,2500,"Det@NO 01:00PM ET","NO","Josh","Hill","Det",6.65,3.6,1.3,4.80657274001287,4.97077775134036,8,0.041304347826087,0,0,NA
"TE","Cory Harkey (7852422)","Cory Harkey",7852422,2500,"LA@NE 01:00PM ET","LA","Cory","Harkey","NE",0,0,0,0,0,0,0,0,0,NA
"TE","Matt Lengel (7852423)","Matt Lengel",7852423,2500,"LA@NE 01:00PM ET","NE","Matt","Lengel","LA",0,2.6,0,1.37502877855102,1.39956055699806,0,0,0,0,NA
"TE","Tyler Higbee (7852424)","Tyler Higbee",7852424,2500,"LA@NE 01:00PM ET","LA","Tyler","Higbee","NE",1.54,1,3.6,1.20105836206414,1.24065402500906,7,0.0478723404255319,0,0,NA
"TE","Temarrick Hemingway (7852425)","Temarrick Hemingway",7852425,2500,"LA@NE 01:00PM ET","LA","Temarrick","Hemingway","NE",0,0,0,0,0,0,0,0,0,NA
"TE","A.J. Derby (7852427)","A.J. Derby",7852427,2500,"Den@Jax 01:00PM ET","Den","A.J.","Derby","Jax",0,5.101,1.3,2.69717183485007,2.74529186180388,9,0.02088772845953,0,0,0.207297020747701
"TE","Neal Sterling (7852429)","Neal Sterling",7852429,2500,"Den@Jax 01:00PM ET","Jax","Neal","Sterling","Den",0,3.9,9.3,2.06254316782652,2.09934083549709,11,0.011037527593819,0,0,NA
"TE","Jeff Heuerman (7852430)","Jeff Heuerman",7852430,2500,"Den@Jax 01:00PM ET","Den","Jeff","Heuerman","Jax",0,0,0,0,0,13,0.00783289817232376,0,0,0.102149938594422
"TE","Alex Ellis (7852431)","Alex Ellis",7852431,2500,"Den@Jax 01:00PM ET","Jax","Alex","Ellis","Den",0,0,0,0,0,0,0,0,0,NA
"TE","Ben Koyack (7852432)","Ben Koyack",7852432,2500,"Den@Jax 01:00PM ET","Jax","Ben","Koyack","Den",4.56,5.201,1.4,4.74047132094813,4.87884088936981,8,0.0242825607064018,1,0,0.293720417417666
"TE","Ryan Griffin (7852434)","Ryan Griffin",7852434,2500,"Hou@GB 01:00PM ET","Hou","Ryan","Griffin","GB",5.81,4.4,12.5,4.86300335100429,5.01830549446728,4,0.129353233830846,1,0,0.146438501626445
"TE","Stephen Anderson (7852436)","Stephen Anderson",7852436,2500,"Hou@GB 01:00PM ET","Hou","Stephen","Anderson","GB",3.29,1.4,0,2.17646618237257,2.25410910546746,8,0.0348258706467662,0,0,0.137480849276068
"TE","Clark Harris (7852438)","Clark Harris",7852438,2500,"Phi@Cin 01:00PM ET","Cin","Clark","Harris","Phi",0,0,0,0,0,0,0,0,0,NA
"TE","Brent Celek (7852439)","Brent Celek",7852439,2500,"Phi@Cin 01:00PM ET","Phi","Brent","Celek","Cin",2.26,1.1,0,1.56821994176549,1.62286008383925,7,0.0310077519379845,0,0,NA
"TE","Ryan Hewitt (7852441)","Ryan Hewitt",7852441,2500,"Phi@Cin 01:00PM ET","Cin","Ryan","Hewitt","Phi",0,0,0,0,0,12,0.00478468899521531,0,0,NA
"TE","Trey Burton (7852443)","Trey Burton",7852443,2500,"Phi@Cin 01:00PM ET","Phi","Trey","Burton","Cin",4.14,1.7,10.3,2.70614345861732,2.80326392543619,6,0.0749354005167959,0,0,0.493606480615961
"TE","Tyler Ott (7852444)","Tyler Ott",7852444,2500,"Phi@Cin 01:00PM ET","Cin","Tyler","Ott","Phi",0,0,0,0,0,0,0,0,0,NA
"TE","Tyler Kroft (7852445)","Tyler Kroft",7852445,2500,"Phi@Cin 01:00PM ET","Cin","Tyler","Kroft","Phi",0,1.301,0,0.687514389275508,0.699780278499028,9,0.0263157894736842,0,0,-0.644778607107914
"TE","C.J. Uzomah (7852446)","C.J. Uzomah",7852446,2500,"Phi@Cin 01:00PM ET","Cin","C.J.","Uzomah","Phi",0,0,0,0,0,6,0.069377990430622,1,0,NA
"TE","MarQueis Gray (7852448)","MarQueis Gray",7852448,2500,"Mia@Bal 01:00PM ET","Mia","MarQueis","Gray","Bal",4.96,1.801,0,3.11695446296441,3.2310778740772,7,0.0421686746987952,0,0,-0.361015759701698
"TE","Dion Sims (7852449)","Dion Sims",7852449,2500,"Mia@Bal 01:00PM ET","Mia","Dion","Sims","Bal",7.85,3.6,6.9,5.33036583576184,5.51807242907029,5,0.0632530120481928,0,0,0.224793240571333
"TE","Crockett Gillmore (7852450)","Crockett Gillmore",7852450,2500,"Mia@Bal 01:00PM ET","Bal","Crockett","Gillmore","Mia",0,0,0,0,0,9,0.0311111111111111,0,0,NA
"TE","Darren Waller (7852451)","Darren Waller",7852451,2500,"Mia@Bal 01:00PM ET","Bal","Darren","Waller","Mia",0,0,2.5,0,0,11,0.0155555555555556,0,0,0.186570056248199
"TE","Nick Boyle (7852452)","Nick Boyle",7852452,2500,"Mia@Bal 01:00PM ET","Bal","Nick","Boyle","Mia",0,0,4.4,0,0,0,0,0,0,NA
